대학명,모집단위,권역,지역,세부지역,계열,모집단위2027,교과1전형,교과1_50,교과1_70,교과1_50_5,교과1_70_5,교과2전형,교과2_50,교과2_70,교과2_50_5,교과2_70_5,교과3전형,교과3_50,교과3_70,교과3_50_5,교과3_70_5,종합1전형,종합1_50,종합1_70,종합1_50_5,종합1_70_5,종합2전형,종합2_50,종합2_70,종합2_50_5,종합2_70_5,정시백분위,정시영어한국사,정시반영영역
가톨릭대,사회복지학과,경인권,경기,부천시,인문,사회복지학과,지역균형,2.47,2.64,1.57,1.65,,,,,,,,,,,잠재능력우수자면접,3.04,3.17,1.87,1.94,잠재능력우수자서류,3.22,3.22,1.96,1.96,85,1/3,국수영탐(1)
가톨릭대,사회복지학과,경인권,경기,부천시,인문,사회복지학과,지역균형,2.47,2.64,1.57,1.65,,,,,,,,,,,잠재능력우수자면접,3.04,3.17,1.87,1.94,잠재능력우수자서류,3.22,3.22,1.96,1.96,92.5,3/2,"국수 중 1개, 탐(1)"
가톨릭대,사회학과,경인권,경기,부천시,인문,사회학과,지역균형,2.36,2.46,1.5,1.56,,,,,,,,,,,잠재능력우수자면접,2.67,3.03,1.67,1.87,잠재능력우수자서류,2.8,2.8,1.74,1.74,85,1/3,국수영탐(1)
가톨릭대,사회학과,경인권,경기,부천시,인문,사회학과,지역균형,2.36,2.46,1.5,1.56,,,,,,,,,,,잠재능력우수자면접,2.67,3.03,1.67,1.87,잠재능력우수자서류,2.8,2.8,1.74,1.74,92.5,3/2,"국수 중 1개, 탐(1)"
가톨릭대,생명공학과,경인권,경기,부천시,자연,생명공학과,지역균형,2.19,2.19,1.41,1.41,,,,,,,,,,,잠재능력우수자서류,2.5,2.56,1.58,1.61,잠재능력우수자면접,2.48,2.74,1.57,1.71,86.7,1/3,국수영탐(1)
가톨릭대,생명공학과,경인권,경기,부천시,자연,생명공학과,지역균형,2.19,2.19,1.41,1.41,,,,,,,,,,,잠재능력우수자서류,2.5,2.56,1.58,1.61,잠재능력우수자면접,2.48,2.74,1.57,1.71,93,4/3,"국수 중 1개, 탐(1)"
가톨릭대,수학과,경인권,경기,부천시,자연,수학과,지역균형,2.41,2.46,1.53,1.56,,,,,,,,,,,잠재능력우수자면접,3.46,3.74,2.09,2.25,잠재능력우수자서류,2.83,2.94,1.76,1.82,86.7,1/3,국수영탐(1)
가톨릭대,수학과,경인권,경기,부천시,자연,수학과,지역균형,2.41,2.46,1.53,1.56,,,,,,,,,,,잠재능력우수자면접,3.46,3.74,2.09,2.25,잠재능력우수자서류,2.83,2.94,1.76,1.82,93,4/3,"국수 중 1개, 탐(1)"
가톨릭대,식품영양학과,경인권,경기,부천시,자연,식품영양학과,지역균형,2.41,2.56,1.53,1.61,,,,,,,,,,,잠재능력우수자면접,3.05,3.41,1.88,2.06,잠재능력우수자서류,3.11,3.41,1.91,2.06,86.7,1/3,국수영탐(1)
가톨릭대,식품영양학과,경인권,경기,부천시,자연,식품영양학과,지역균형,2.41,2.56,1.53,1.61,,,,,,,,,,,잠재능력우수자면접,3.05,3.41,1.88,2.06,잠재능력우수자서류,3.11,3.41,1.91,2.06,93,4/3,"국수 중 1개, 탐(1)"
가톨릭대,신학과,경인권,경기,부천시,인문,신학과,,,,,,,,,,,,,,,,잠재능력우수자면접,5.81,5.37,3.43,3.18,가톨릭지도자추천,4.51,7.27,2.7,4.19,92.5,3/2,"국수 중 1개, 탐(1)"
가톨릭대,신학과,경인권,경기,부천시,인문,신학과,,,,,,,,,,,,,,,,잠재능력우수자면접,5.81,5.37,3.43,3.18,가톨릭지도자추천,4.51,7.27,2.7,4.19,85,1/3,국수영탐(1)
가톨릭대,심리학과,경인권,경기,부천시,인문,심리학과,지역균형,2.06,2.22,1.35,1.43,,,,,,,,,,,잠재능력우수자면접,2.75,2.76,1.72,1.72,잠재능력우수자서류,2.37,2.38,1.51,1.51,85,1/3,국수영탐(1)
가톨릭대,심리학과,경인권,경기,부천시,인문,심리학과,지역균형,2.06,2.22,1.35,1.43,,,,,,,,,,,잠재능력우수자면접,2.75,2.76,1.72,1.72,잠재능력우수자서류,2.37,2.38,1.51,1.51,92.5,3/2,"국수 중 1개, 탐(1)"
가톨릭대,아동학과,경인권,경기,부천시,인문,아동학과,지역균형,2.61,2.64,1.64,1.65,,,,,,,,,,,잠재능력우수자면접,3.55,3.67,2.14,2.21,잠재능력우수자서류,3.05,3.05,1.88,1.88,85,1/3,국수영탐(1)
가톨릭대,아동학과,경인권,경기,부천시,인문,아동학과,지역균형,2.61,2.64,1.64,1.65,,,,,,,,,,,잠재능력우수자면접,3.55,3.67,2.14,2.21,잠재능력우수자서류,3.05,3.05,1.88,1.88,92.5,3/2,"국수 중 1개, 탐(1)"
가톨릭대,약학과,경인권,경기,부천시,의약학,약학과,지역균형,1.06,1.06,1,1,,,,,,,,,,,학교장추천,1.61,1.67,1.14,1.16,,,,,,96.6,1/2,국수탐(2)
가톨릭대,에너지환경공학과,경인권,경기,부천시,자연,에너지환경공학과,지역균형,2.37,2.44,1.51,1.55,,,,,,,,,,,잠재능력우수자면접,2.8,2.8,1.74,1.74,잠재능력우수자서류,2.74,3.11,1.71,1.91,86.7,1/3,국수영탐(1)
가톨릭대,에너지환경공학과,경인권,경기,부천시,자연,에너지환경공학과,지역균형,2.37,2.44,1.51,1.55,,,,,,,,,,,잠재능력우수자면접,2.8,2.8,1.74,1.74,잠재능력우수자서류,2.74,3.11,1.71,1.91,93,4/3,"국수 중 1개, 탐(1)"
가톨릭대,영어영문학부,경인권,경기,부천시,인문,영어영문학부,지역균형,2.74,2.74,1.71,1.71,,,,,,,,,,,잠재능력우수자서류,4.17,4.91,2.5,2.93,잠재능력우수자면접,3.68,4.2,2.21,2.51,85,1/3,국수영탐(1)
가톨릭대,영어영문학부,경인권,경기,부천시,인문,영어영문학부,지역균형,2.74,2.74,1.71,1.71,,,,,,,,,,,잠재능력우수자서류,4.17,4.91,2.5,2.93,잠재능력우수자면접,3.68,4.2,2.21,2.51,92.5,3/2,"국수 중 1개, 탐(1)"
가톨릭대,의류학과,경인권,경기,부천시,자연,의류학과,지역균형,2.51,2.62,1.59,1.64,,,,,,,,,,,잠재능력우수자면접,3.47,3.47,2.1,2.1,잠재능력우수자서류,3.29,3.45,2,2.09,86.7,1/3,국수영탐(1)
가톨릭대,의류학과,경인권,경기,부천시,자연,의류학과,지역균형,2.51,2.62,1.59,1.64,,,,,,,,,,,잠재능력우수자면접,3.47,3.47,2.1,2.1,잠재능력우수자서류,3.29,3.45,2,2.09,93,4/3,"국수 중 1개, 탐(1)"
가톨릭대,의생명과학과,경인권,경기,부천시,자연,의생명과학과,지역균형,3.01,3.01,1.86,1.86,,,,,,,,,,,잠재능력우수자면접,2.55,2.63,1.61,1.65,잠재능력우수자서류,2.53,2.64,1.6,1.65,88,3/2,국수영탐(1)
가톨릭대,인공지능학과,경인권,경기,부천시,자연,인공지능학과,지역균형,2.52,2.52,1.59,1.59,,,,,,,,,,,잠재능력우수자면접,3.09,3.54,1.9,2.14,잠재능력우수자서류,3.13,3.45,1.92,2.09,86.4,1/4,국수영탐(1)
가톨릭대,인문사회계열,경인권,경기,부천시,인문,인문사회계열,지역균형,2.53,2.61,1.6,1.64,,,,,,,,,,,잠재능력우수자서류,3.48,5.08,2.1,3.02,,,,,,85,1/3,국수영탐(1)
가톨릭대,인문사회계열,경인권,경기,부천시,인문,인문사회계열,지역균형,2.53,2.61,1.6,1.64,,,,,,,,,,,잠재능력우수자서류,3.48,5.08,2.1,3.02,,,,,,92.5,3/2,"국수 중 1개, 탐(1)"
가톨릭대,일어일본문화학과,경인권,경기,부천시,인문,일어일본문화학과,지역균형,2.34,2.41,1.49,1.53,,,,,,,,,,,잠재능력우수자면접,5.76,5.88,3.41,3.48,잠재능력우수자서류,5.47,5.58,3.24,3.3,85,1/3,국수영탐(1)
가톨릭대,일어일본문화학과,경인권,경기,부천시,인문,일어일본문화학과,지역균형,2.34,2.41,1.49,1.53,,,,,,,,,,,잠재능력우수자면접,5.76,5.88,3.41,3.48,잠재능력우수자서류,5.47,5.58,3.24,3.3,92.5,3/2,"국수 중 1개, 탐(1)"
가톨릭대,자연공학계열,경인권,경기,부천시,자연,자연공학계열,지역균형,2.47,2.51,1.57,1.59,,,,,,,,,,,잠재능력우수자서류,2.8,2.95,1.74,1.83,,,,,,86.7,1/3,국수영탐(1)
가톨릭대,자연공학계열,경인권,경기,부천시,자연,자연공학계열,지역균형,2.47,2.51,1.57,1.59,,,,,,,,,,,잠재능력우수자서류,2.8,2.95,1.74,1.83,,,,,,93,4/3,"국수 중 1개, 탐(1)"
가톨릭대,자유전공학부,경인권,경기,부천시,공통,자유전공학부,지역균형,2.5,2.53,1.58,1.6,,,,,,,,,,,,,,,,,,,,,84.9,2/3,국수영탐(1)
가톨릭대,자유전공학부,경인권,경기,부천시,공통,자유전공학부,지역균형,2.5,2.53,1.58,1.6,,,,,,,,,,,,,,,,,,,,,92.5,2/2,"국수 중 1개, 탐(1)"
가톨릭대,정보통신전자공학부,경인권,경기,부천시,자연,정보통신전자공학부,지역균형,2.4,2.43,1.52,1.54,,,,,,,,,,,잠재능력우수자서류,2.94,3,1.82,1.85,잠재능력우수자면접,3.23,3.26,1.97,1.99,86.7,1/3,국수영탐(1)
가톨릭대,정보통신전자공학부,경인권,경기,부천시,자연,정보통신전자공학부,지역균형,2.4,2.43,1.52,1.54,,,,,,,,,,,잠재능력우수자서류,2.94,3,1.82,1.85,잠재능력우수자면접,3.23,3.26,1.97,1.99,93,4/3,"국수 중 1개, 탐(1)"
가톨릭대,중국언어문화학과,경인권,경기,부천시,인문,중국언어문화학과,지역균형,2.82,2.82,1.75,1.75,,,,,,,,,,,잠재능력우수자면접,4.82,5.44,2.87,3.22,잠재능력우수자서류,4.93,4.93,2.94,2.94,85,1/3,국수영탐(1)
가톨릭대,중국언어문화학과,경인권,경기,부천시,인문,중국언어문화학과,지역균형,2.82,2.82,1.75,1.75,,,,,,,,,,,잠재능력우수자면접,4.82,5.44,2.87,3.22,잠재능력우수자서류,4.93,4.93,2.94,2.94,92.5,3/2,"국수 중 1개, 탐(1)"
가톨릭대,철학과,경인권,경기,부천시,인문,철학과,지역균형,2.38,2.38,1.51,1.51,,,,,,,,,,,잠재능력우수자면접,3.53,4.82,2.13,2.87,잠재능력우수자서류,2.83,2.83,1.76,1.76,85,1/3,국수영탐(1)
가톨릭대,철학과,경인권,경기,부천시,인문,철학과,지역균형,2.38,2.38,1.51,1.51,,,,,,,,,,,잠재능력우수자면접,3.53,4.82,2.13,2.87,잠재능력우수자서류,2.83,2.83,1.76,1.76,92.5,3/2,"국수 중 1개, 탐(1)"
가톨릭대,컴퓨터정보공학부,경인권,경기,부천시,자연,컴퓨터정보공학부,지역균형,2.73,3.25,1.71,1.98,,,,,,,,,,,잠재능력우수자서류,2.99,3.23,1.85,1.97,잠재능력우수자면접,3.6,4.06,2.17,2.43,86.7,1/3,국수영탐(1)
가톨릭대,컴퓨터정보공학부,경인권,경기,부천시,자연,컴퓨터정보공학부,지역균형,2.73,3.25,1.71,1.98,,,,,,,,,,,잠재능력우수자서류,2.99,3.23,1.85,1.97,잠재능력우수자면접,3.6,4.06,2.17,2.43,93,4/3,"국수 중 1개, 탐(1)"
가톨릭대,특수교육과,경인권,경기,부천시,인문,특수교육과,지역균형,2.66,2.78,1.67,1.73,,,,,,,,,,,잠재능력우수자면접,3.56,3.79,2.15,2.28,,,,,,83.7,4/2,국수영탐(1)
가톨릭대,프랑스어문화학과,경인권,경기,부천시,인문,프랑스어문화학과,지역균형,2.68,2.76,1.68,1.72,,,,,,,,,,,잠재능력우수자서류,3.62,4.24,2.18,2.54,,,,,,85,1/3,국수영탐(1)
가톨릭대,프랑스어문화학과,경인권,경기,부천시,인문,프랑스어문화학과,지역균형,2.68,2.76,1.68,1.72,,,,,,,,,,,잠재능력우수자서류,3.62,4.24,2.18,2.54,,,,,,92.5,3/2,"국수 중 1개, 탐(1)"
가톨릭대,행정학과,경인권,경기,부천시,인문,행정학과,지역균형,2.72,2.72,1.7,1.7,,,,,,,,,,,잠재능력우수자면접,3.03,3.03,1.87,1.87,잠재능력우수자서류,3.16,3.16,1.93,1.93,85,1/3,국수영탐(1)
가톨릭대,행정학과,경인권,경기,부천시,인문,행정학과,지역균형,2.72,2.72,1.7,1.7,,,,,,,,,,,잠재능력우수자면접,3.03,3.03,1.87,1.87,잠재능력우수자서류,3.16,3.16,1.93,1.93,92.5,3/2,"국수 중 1개, 탐(1)"
가톨릭대,화학과,경인권,경기,부천시,자연,화학과,지역균형,2.25,2.36,1.45,1.5,,,,,,,,,,,잠재능력우수자면접,3.05,3.05,1.88,1.88,잠재능력우수자서류,3.04,3.19,1.87,1.95,86.7,1/3,국수영탐(1)
가톨릭대,화학과,경인권,경기,부천시,자연,화학과,지역균형,2.25,2.36,1.45,1.5,,,,,,,,,,,잠재능력우수자면접,3.05,3.05,1.88,1.88,잠재능력우수자서류,3.04,3.19,1.87,1.95,93,4/3,"국수 중 1개, 탐(1)"
가톨릭대,회계학과,경인권,경기,부천시,인문,회계학과,지역균형,2.56,2.62,1.61,1.64,,,,,,,,,,,잠재능력우수자면접,3.27,3.29,1.99,2,잠재능력우수자서류,3.14,3.24,1.92,1.97,85,1/3,국수영탐(1)
가톨릭대,회계학과,경인권,경기,부천시,인문,회계학과,지역균형,2.56,2.62,1.61,1.64,,,,,,,,,,,잠재능력우수자면접,3.27,3.29,1.99,2,잠재능력우수자서류,3.14,3.24,1.92,1.97,92.5,3/2,"국수 중 1개, 탐(1)"
가톨릭대,간호학과,서울,서울,서초구,자연,간호학과,지역균형,,,,,,,,,,,,,,,학교장추천,,,,,,,,,,,-/-,국수탐(2)
가톨릭대,의예과,서울,서울,서초구,의약학,의예과,지역균형,,,,,,,,,,,,,,,학교장추천,,,,,,,,,,99.25,2/1,국수탐(2)
감리교신학대,신학부,서울,서울,서대문구,인문,신학부,일반,5.2,5.65,3.09,3.34,추천자,5.32,6.3,3.15,3.71,,,,,,,,,,,,,,,,45.2,5/-,국영탐(1)
강남대,교육학과,경인권,경기,용인시,인문,교육학과,,,,,,,,,,,,,,,,학교생활우수자2,4.02,4.16,2.41,2.49,,,,,,75.4,4/-,국수영탐(1)
강남대,글로벌문화콘텐츠대학,경인권,경기,용인시,인문,글로벌문화콘텐츠대학,지역균형,2.73,2.77,1.71,1.72,,,,,,,,,,,학교생활우수자1,3.8,3.97,2.28,2.38,,,,,,75.25,2/-,국수영탐(1)
강남대,디자인학과,경인권,경기,용인시,예체능,디자인학과,,,,,,,,,,,,,,,,학교생활우수자2,,,,,,,,,,,-/-,
강남대,법행정세무학부,경인권,경기,용인시,인문,법행정세무학부,지역균형,3.03,3.05,1.87,1.88,,,,,,,,,,,학교생활우수자1,3.9,4.15,2.34,2.49,,,,,,75.95,3/-,국수영탐(1)
강남대,법행정세무학부(야),경인권,경기,용인시,인문,법행정세무학부(야),지역균형,3.13,3.18,1.92,1.94,,,,,,,,,,,학교생활우수자1,5.02,5.16,2.98,3.06,,,,,,71.5,3/-,국수영탐(1)
강남대,복지융합대학,경인권,경기,용인시,인문,복지융합대학,지역균형,2.76,2.89,1.72,1.79,,,,,,,,,,,학교생활우수자1,3.94,4.05,2.36,2.43,,,,,,74.35,3/-,국수영탐(1)
강남대,부동산건설학부,경인권,경기,용인시,자연,부동산건설학부,지역균형,3.05,3.23,1.88,1.97,,,,,,,,,,,학교생활우수자1,4.4,4.78,2.63,2.85,,,,,,74.7,3/-,국수영탐(1)
강남대,사회복지학부(야),경인권,경기,용인시,인문,사회복지학부(야),지역균형,3.26,3.27,1.99,1.99,,,,,,,,,,,학교생활우수자1,4.8,5.04,2.86,3,,,,,,71.1,4/-,국수영탐(1)
강남대,상경학부,경인권,경기,용인시,인문,상경학부,지역균형,2.81,2.85,1.75,1.77,,,,,,,,,,,학교생활우수자1,4.02,4.17,2.41,2.5,,,,,,75.45,3/-,국수영탐(1)
강남대,상경학부(야),경인권,경기,용인시,인문,상경학부(야),지역균형,3.23,3.33,1.97,2.03,,,,,,,,,,,학교생활우수자1,5,5.24,2.97,3.11,,,,,,71.9,4/-,국수영탐(1)
강남대,유아교육과,경인권,경기,용인시,인문,유아교육과,,,,,,,,,,,,,,,,학교생활우수자2,4.15,4.42,2.49,2.64,,,,,,74.1,4/-,국수영탐(1)
강남대,인공지능융합공학부,경인권,경기,용인시,자연,인공지능융합공학부,지역균형,3.12,3.18,1.91,1.94,,,,,,,,,,,학교생활우수자1,4.28,4.36,2.56,2.61,,,,,,76.5,4/-,국수영탐(1)
강남대,자유전공학부,경인권,경기,용인시,공통,자유전공학부,지역균형,2.86,2.86,1.77,1.77,,,,,,,,,,,학교생활우수자1,4.01,4.15,2.41,2.49,,,,,,77,5/-,국수영탐(1)
강남대,전자반도체공학부,경인권,경기,용인시,자연,전자반도체공학부,지역균형,3.05,3.06,1.88,1.88,,,,,,,,,,,학교생활우수자1,4.04,4.16,2.42,2.49,,,,,,77.05,3/-,국수영탐(1)
강남대,중등특수교육과,경인권,경기,용인시,인문,중등특수교육과,,,,,,,,,,,,,,,,학교생활우수자2,3.94,4.16,2.36,2.49,,,,,,75.55,3/-,국수영탐(1)
강남대,초등특수교육과,경인권,경기,용인시,인문,초등특수교육과,,,,,,,,,,,,,,,,학교생활우수자2,4.01,4.17,2.41,2.5,,,,,,76,3/-,국수영탐(1)
강남대,컴퓨터공학부,경인권,경기,용인시,자연,컴퓨터공학부,지역균형,3.06,3.13,1.88,1.92,,,,,,,,,,,학교생활우수자1,4.14,4.27,2.48,2.56,,,,,,74.75,3/-,국수영탐(1)
강서대,간호학과,서울,서울,강서구,자연,간호학과,일반학생,3.17,3.86,1.94,2.32,,,,,,,,,,,,,,,,,,,,,82.8568,4/2,국수탐(1)
강서대,G2빅데이터경영학과,서울,서울,강서구,인문,경영학과,교과우수자,3.69,3.88,2.22,2.33,일반학생,4,4.32,2.4,2.59,,,,,,,,,,,,,,,,68,4/2,국수탐(1)
강서대,사회복지학과,서울,서울,강서구,인문,사회복지학과,교과우수자,4,4.08,2.4,2.45,일반학생,4.43,4.85,2.65,2.89,,,,,,,,,,,,,,,,73,4/4,국수탐(1)
강서대,상담심리학과,서울,서울,강서구,인문,상담심리학과,일반학생,3.89,4.43,2.33,2.65,교과우수자,3.11,3.45,1.91,2.09,,,,,,,,,,,,,,,,76,5/3,국수탐(1)
강서대,식품영양학과,서울,서울,강서구,자연,식품영양학과,일반학생,4.43,4.44,2.65,2.66,교과우수자,3.69,3.75,2.22,2.25,,,,,,,,,,,,,,,,78.286,4/3,국수탐(1)
강서대,신학과,서울,서울,강서구,인문,신학과,일반학생,4.28,5.47,2.56,3.24,교과우수자,4.79,4.71,2.86,2.81,,,,,,,,,,,,,,,,63.5,4/2,국수탐(1)
강원대,AI융합학과,강원권,강원,춘천시,자연,AI융합학과,일반교과,3.38,3.41,2.05,2.06,,,,,,,,,,,미래인재서류,3.7,3.43,2.23,2.08,미래인재면접,,,,,72.05,3/3,국수영탐(2)
강원대,가정교육과,강원권,강원,춘천시,자연,가정교육과,일반교과,3.5,3.61,2.12,2.18,,,,,,,,,,,,,,,,,,,,,74.9,4/4,국수영탐(2)
강원대,간호학과,강원권,강원,춘천시,자연,간호학과,일반교과,2.51,2.54,1.59,1.6,,,,,,,,,,,미래인재서류,2.72,2.59,1.7,1.63,미래인재면접,2.78,2.47,1.73,1.57,83.3,3/4,국수영탐(2)
강원대,건축공학과,강원권,강원,춘천시,자연,건축공학과,일반교과,3.37,3.42,2.04,2.07,,,,,,,,,,,미래인재서류,4.03,4.1,2.42,2.46,미래인재면접,,,,,72.8,3/3,국수영탐(2)
강원대,건축학과(5),강원권,강원,춘천시,자연,건축학과(5),일반교과,2.76,2.77,1.72,1.72,,,,,,,,,,,미래인재서류,3.44,3.95,2.08,2.37,미래인재면접,,,,,76,4/4,국수영탐(2)
강원대,경영・회계학부,강원권,강원,춘천시,인문,경영・회계학부,일반교과,3.09,3.21,1.9,1.96,,,,,,,,,,,미래인재서류,3.47,3.73,2.1,2.24,미래인재면접,3.5,3.68,2.12,2.21,79.8,3/1,국수영탐(2)
강원대,경영대학 자유전공학과,강원권,강원,춘천시,인문,경영대학 자유전공학과,일반교과,3.17,3.24,1.94,1.97,,,,,,,,,,,,,,,,,,,,,80.3,3/4,국수영탐(2)
강원대,경제・정보통계학부,강원권,강원,춘천시,인문,경제・정보통계학부,일반교과,3.4,3.45,2.06,2.09,,,,,,,,,,,미래인재서류,3.5,3.42,2.12,2.07,미래인재면접,3.48,3.69,2.1,2.22,79.8,4/1,국수영탐(2)
강원대,과학교육학부,강원권,강원,춘천시,자연,과학교육학부,일반교과,3.16,3.33,1.93,2.03,,,,,,,,,,,미래인재면접,3.32,3.23,2.02,1.97,,,,,,76.3,3/4,국수영탐(2)
강원대,관광경영학과,강원권,강원,춘천시,인문,관광경영학과,일반교과,3.27,3.42,1.99,2.07,,,,,,,,,,,미래인재서류,3.58,3.5,2.16,2.12,미래인재면접,3.84,4,2.31,2.4,78.9,3/3,국수영탐(2)
강원대,교육학과,강원권,강원,춘천시,인문,교육학과,일반교과,,,,,,,,,,,,,,,미래인재면접,3.83,3.15,2.3,1.93,,,,,,80.1,4/3,국수영탐(2)
강원대,국어교육과,강원권,강원,춘천시,인문,국어교육과,일반교과,2.64,2.75,1.65,1.72,,,,,,,,,,,미래인재면접,2.95,3.15,1.83,1.93,,,,,,82,4/1,국수영탐(2)
강원대,국어국문학과,강원권,강원,춘천시,인문,국어국문학과,일반교과,3.31,3.47,2.01,2.1,,,,,,,,,,,미래인재서류,4.15,3.76,2.49,2.26,미래인재면접,3.95,3.83,2.37,2.3,79.1,3/2,국수영탐(2)
강원대,국제무역학과,강원권,강원,춘천시,인문,국제무역학과,일반교과,3.28,3.32,1.99,2.02,,,,,,,,,,,미래인재서류,3.52,3.7,2.13,2.23,미래인재면접,3.49,3.72,2.11,2.24,80.4,3/2,국수영탐(2)
강원대,기계융합공학부,강원권,강원,춘천시,자연,기계융합공학부,일반교과,3.4,3.49,2.06,2.11,,,,,,,,,,,미래인재서류,3.65,3.56,2.2,2.15,미래인재면접,3.77,3.55,2.27,2.14,74.2,4/4,국수영탐(2)
강원대,독어독문학과,강원권,강원,춘천시,인문,독어독문학과,일반교과,3.57,3.6,2.15,2.17,,,,,,,,,,,미래인재서류,4.13,4.3,2.48,2.58,미래인재면접,,,,,78.5,4/1,국수영탐(2)
