대학명,모집단위,권역,지역,세부지역,계열,모집단위2027,교과1전형,교과1_50,교과1_70,교과1_50_5,교과1_70_5,교과2전형,교과2_50,교과2_70,교과2_50_5,교과2_70_5,교과3전형,교과3_50,교과3_70,교과3_50_5,교과3_70_5,종합1전형,종합1_50,종합1_70,종합1_50_5,종합1_70_5,종합2전형,종합2_50,종합2_70,종합2_50_5,종합2_70_5,정시백분위,정시영어한국사,정시반영영역
건양대,임상병리학과,충청권,대전,서구,자연,임상병리학과,일반학생,2.86,3,1.77,1.85,,,,,,,,,,,학생부종합,3.27,3.43,1.99,2.08,,,,,,,-/-,국수영탐(1) 중 3개
건양대,작업치료학과,충청권,대전,서구,자연,작업치료학과,일반학생,3.72,3.83,2.24,2.3,,,,,,,,,,,학생부종합,4.68,5.08,2.79,3.02,,,,,,,-/-,국수영탐(1) 중 3개
건양대,제약생명공학과,충청권,대전,서구,자연,제약생명공학과,일반학생,2.83,3,1.76,1.85,,,,,,,,,,,학생부종합,3.38,3.76,2.05,2.26,,,,,,,-/-,국수영탐(1) 중 2개
건양대,치위생학과,충청권,대전,서구,자연,치위생학과,일반학생,3.17,3.3,1.94,2.01,,,,,,,,,,,학생부종합,3.57,3.99,2.15,2.39,,,,,,,-/-,국수영탐(1) 중 3개
건양대,ND산업디자인학부,충청권,충남,논산시,인문,ND산업디자인학부,일반학생,4.83,5.19,2.88,3.08,,,,,,,,,,,,,,,,,,,,,,-/-,국수영탐(1) 중 2개
건양대,국방XR학부,충청권,충남,논산시,자연,국방XR학부,일반학생,4.67,4.82,2.79,2.87,,,,,,,,,,,,,,,,,,,,,,-/-,국수영탐(1) 중 2개
건양대,국방경찰행정학부,충청권,충남,논산시,인문,국방경찰행정학부,일반학생,4.17,4.35,2.5,2.6,,,,,,,,,,,,,,,,,,,,,,-/-,국수영탐(1) 중 2개
건양대,국방반도체공학과,충청권,충남,논산시,자연,국방반도체공학과,일반학생,5.18,6.33,3.07,3.72,,,,,,,,,,,,,,,,,,,,,,-/-,국수영탐(1) 중 2개
건양대,국방산업경영학부,충청권,충남,논산시,인문,국방산업경영학부,일반학생,5.05,5.84,3,3.45,,,,,,,,,,,학생부종합,,,,,,,,,,,-/-,국수영탐(1) 중 2개
건양대,군사학과,충청권,충남,논산시,인문,군사학과,군사학,4.82,5.46,2.87,3.23,,,,,,,,,,,,,,,,,,,,,,-/-,국수영탐(1) 중 2개
건양대,글로벌의료뷰티학전공,충청권,충남,논산시,인문,글로벌의료뷰티학전공,일반학생,4.75,4.95,2.83,2.95,,,,,,,,,,,,,,,,,,,,,,-/-,국수영탐(1) 중 2개
건양대,기업소프트웨어학부,충청권,충남,논산시,자연,기업소프트웨어학부,일반학생,4.5,5.17,2.69,3.07,,,,,,,,,,,,,,,,,,,,,,-/-,국수영탐(1) 중 2개
건양대,방위산업공학전공,충청권,충남,논산시,자연,방위산업공학전공,채용조건형 계약학과,4,5,2.4,2.97,,,,,,,,,,,,,,,,,,,,,,-/-,
건양대,사회복지학과,충청권,충남,논산시,인문,사회복지학과,일반학생,4.24,4.46,2.54,2.67,,,,,,,,,,,학생부종합,5.57,6.46,3.29,3.79,,,,,,,-/-,국수영탐(1) 중 2개
건양대,스마트보안학과,충청권,충남,논산시,자연,스마트보안학과,일반학생,5,5.86,2.97,3.47,,,,,,,,,,,학생부종합,5.03,5.51,2.99,3.26,,,,,,,-/-,국수영탐(1) 중 2개
건양대,스마트팜학부,충청권,충남,논산시,자연,스마트팜학부,일반학생,4.87,5.41,2.9,3.2,,,,,,,,,,,,,,,,,,,,,,-/-,국수영탐(1) 중 2개
건양대,스포츠의학전공,충청권,충남,논산시,자연,스포츠의학전공,일반학생,2.9,3.14,1.8,1.92,,,,,,,,,,,학생부종합,4.28,4.65,2.56,2.78,,,,,,,-/-,국수영탐(1) 중 2개
건양대,식품생명공학과,충청권,충남,논산시,자연,식품생명공학과,일반학생,5,5.69,2.97,3.37,,,,,,,,,,,학생부종합,,,,,,,,,,,-/-,국수영탐(1) 중 2개
건양대,심리상담치료학과,충청권,충남,논산시,인문,심리상담치료학과,일반학생,3.67,3.71,2.21,2.23,,,,,,,,,,,학생부종합,4.63,4.81,2.76,2.87,,,,,,,-/-,국수영탐(1) 중 2개
건양대,유무인항공학과,충청권,충남,논산시,자연,유무인항공학과,일반학생,4.77,5.4,2.85,3.2,,,,,,,,,,,학생부종합,4.38,4.67,2.62,2.79,,,,,,,-/-,국수영탐(1) 중 2개
건양대,유아교육과,충청권,충남,논산시,인문,유아교육과,일반학생,3.76,4.12,2.26,2.47,,,,,,,,,,,학생부종합,5,5.67,2.97,3.36,,,,,,,-/-,국수영탐(1) 중 2개
건양대,임상의약바이오학과,충청권,충남,논산시,자연,임상의약바이오학과,일반학생,4,4.7,2.4,2.8,,,,,,,,,,,,,,,,,,,,,,-/-,국수영탐(1) 중 2개
건양대,재난안전소방학전공,충청권,충남,논산시,자연,재난안전소방학전공,일반학생,4.68,4.84,2.79,2.88,,,,,,,,,,,,,,,,,,,,,,-/-,국수영탐(1) 중 2개
건양대,특수교육과,충청권,충남,논산시,인문,특수교육과,일반학생,4.32,4.84,2.59,2.88,,,,,,,,,,,학생부종합,4,4,2.4,2.4,,,,,,,-/-,국수영탐(1) 중 2개
경기대,AI컴퓨터공학부,경인권,경기,수원시,자연,AI컴퓨터공학부,학교장추천,3.12,3.24,1.91,1.97,교과성적우수자,2.92,2.95,1.81,1.83,,,,,,KGU학생부종합,3.33,3.47,2.03,2.1,SW우수자,3.72,3.81,2.24,2.29,82.55,3/5,국수영탐(1)
경기대,FineArts학부,경인권,경기,수원시,예체능,FineArts학부,학교장추천,3.31,3.31,2.01,2.01,,,,,,,,,,,KGU학생부종합,4.2,4.3,2.51,2.58,,,,,,,-/-,
경기대,건축학과,경인권,경기,수원시,자연,건축학과,학교장추천,2.55,2.55,1.61,1.61,교과성적우수자,1.78,1.78,1.21,1.21,,,,,,KGU학생부종합,3.28,3.34,1.99,2.03,,,,,,82.6,3/4,국수영탐(1)
경기대,경영학부,경인권,경기,수원시,인문,경영학부,학교장추천,2.94,2.98,1.82,1.84,교과성적우수자,2.38,2.61,1.51,1.64,,,,,,KGU학생부종합,3.53,3.7,2.13,2.23,,,,,,81.8,3/3,국수영탐(1)
경기대,경제학부,경인권,경기,수원시,인문,경제학부,학교장추천,3.15,3.19,1.93,1.95,교과성적우수자,2.96,3.06,1.83,1.88,,,,,,KGU학생부종합,3.68,3.85,2.21,2.31,,,,,,81.8,4/1,국수영탐(1)
경기대,공공안전학부,경인권,경기,수원시,인문,공공안전학부,학교장추천,2.4,2.66,1.52,1.67,교과성적우수자,1.82,2.02,1.23,1.32,,,,,,KGU학생부종합,2.84,3.08,1.76,1.89,,,,,,84.05,2/3,국수영탐(1)
경기대,공공인재학부,경인권,경기,수원시,인문,공공인재학부,학교장추천,3.21,3.25,1.96,1.98,교과성적우수자,2.84,2.9,1.76,1.8,,,,,,KGU학생부종합,3.39,3.45,2.05,2.09,,,,,,81.35,3/2,국수영탐(1)
경기대,국어국문학과,경인권,경기,수원시,인문,국어국문학과,학교장추천,3.31,3.34,2.01,2.03,교과성적우수자,2.97,3.21,1.84,1.96,,,,,,KGU학생부종합,3.66,3.74,2.2,2.25,,,,,,81.05,5/4,국수영탐(1)
경기대,글로벌어문학부,경인권,경기,수원시,인문,글로벌어문학부,학교장추천,3.05,3.08,1.88,1.89,교과성적우수자,3.21,3.25,1.96,1.98,,,,,,KGU학생부종합,4.16,4.51,2.49,2.7,,,,,,80.75,3/1,국수영탐(1)
경기대,기계시스템공학과,경인권,경기,수원시,자연,기계시스템공학과,학교장추천,2.75,2.92,1.72,1.81,교과성적우수자,2.63,2.92,1.65,1.81,,,,,,KGU학생부종합,3.36,3.52,2.04,2.13,,,,,,83.2,2/1,국수영탐(1)
경기대,디자인비즈학부,경인권,경기,수원시,예체능,디자인학부,,,,,,,,,,,,,,,,KGU학생부종합,3.77,3.93,2.27,2.36,,,,,,,-/-,국수영탐(1)
경기대,무역학과,경인권,경기,수원시,인문,무역학과,학교장추천,2.96,3.12,1.83,1.91,교과성적우수자,2.91,3.02,1.8,1.86,,,,,,KGU학생부종합,3.62,3.69,2.18,2.22,,,,,,81.45,2/4,국수영탐(1)
경기대,문헌정보학과,경인권,경기,수원시,인문,문헌정보학과,학교장추천,3.02,3.02,1.86,1.86,교과성적우수자,2.96,2.96,1.83,1.83,,,,,,KGU학생부종합,3.5,3.62,2.12,2.18,,,,,,81.7,2/4,국수영탐(1)
경기대,바이오융합학부,경인권,경기,수원시,자연,바이오융합학부,학교장추천,2.7,3,1.69,1.85,교과성적우수자,2.84,2.93,1.76,1.81,,,,,,KGU학생부종합,3.12,3.27,1.91,1.99,,,,,,83.05,4/4,국수영탐(1)
경기대,법학과,경인권,경기,수원시,인문,법학과,학교장추천,2.88,2.88,1.78,1.78,교과성적우수자,2.78,2.98,1.73,1.84,,,,,,KGU학생부종합,3.38,3.46,2.05,2.09,,,,,,82.85,4/7,국수영탐(1)
경기대,사학과,경인권,경기,수원시,인문,사학과,학교장추천,3.11,3.11,1.91,1.91,교과성적우수자,2.76,2.76,1.72,1.72,,,,,,KGU학생부종합,3.38,3.75,2.05,2.25,,,,,,80.6,3/1,국수영탐(1)
경기대,사회과학부,경인권,경기,수원시,인문,사회과학부,교과성적우수자,2.91,2.97,1.8,1.84,,,,,,,,,,,,,,,,,,,,,81.25,4/4,국수영탐(1)
경기대,휴먼서비스학부,경인권,경기,수원시,인문,사회복지・청소년학과,학교장추천,2.96,3.05,1.83,1.88,교과성적우수자,3.1,3.1,1.9,1.9,,,,,,KGU학생부종합,3.61,3.72,2.18,2.24,,,,,,80.7,3/2,국수영탐(1)
경기대,사회에너지시스템공학과,경인권,경기,수원시,자연,사회에너지시스템공학과,학교장추천,3.02,3.08,1.86,1.89,교과성적우수자,2.96,3.31,1.83,2.01,,,,,,KGU학생부종합,3.53,3.57,2.13,2.15,,,,,,81.85,3/1,국수영탐(1)
경기대,산업경영공학과,경인권,경기,수원시,자연,산업경영공학과,학교장추천,2.94,3.09,1.82,1.9,교과성적우수자,3.2,3.24,1.95,1.97,,,,,,KGU학생부종합,3.77,3.94,2.27,2.36,,,,,,81.85,3/5,국수영탐(1)
경기대,소프트웨어경영학부,경인권,경기,수원시,공통,소프트웨어경영학부,교과성적우수자,3.2,3.24,1.95,1.97,,,,,,,,,,,,,,,,,,,,,81.55,3/2,국수영탐(1)
경기대,수학과,경인권,경기,수원시,자연,수학과,학교장추천,3.05,3.15,1.88,1.93,교과성적우수자,2.82,2.82,1.75,1.75,,,,,,KGU학생부종합,3.69,3.74,2.22,2.25,,,,,,82,2/4,국수영탐(1)
경기대,스마트시티공학부,경인권,경기,수원시,자연,스마트시티공학부,학교장추천,2.99,3.17,1.85,1.94,교과성적우수자,3.27,3.27,1.99,1.99,,,,,,KGU학생부종합,3.77,3.84,2.27,2.31,,,,,,82.05,4/3,국수영탐(1)
경기대,신소재화학공학부,경인권,경기,수원시,자연,신소재화학공학부,학교장추천,2.82,2.86,1.75,1.77,교과성적우수자,2.88,2.92,1.78,1.81,,,,,,KGU학생부종합,3.33,3.51,2.03,2.12,,,,,,83.25,2/3,국수영탐(1)
경기대,영어영문학과,경인권,경기,수원시,인문,영어영문학과,학교장추천,2.99,3.01,1.85,1.86,교과성적우수자,3.04,3.04,1.87,1.87,,,,,,KGU학생부종합,3.49,3.64,2.11,2.19,,,,,,80.8,2/3,국수영탐(1)
경기대,유아교육과,경인권,경기,수원시,인문,유아교육과,교과성적우수자,2.14,2.14,1.39,1.39,,,,,,,,,,,KGU학생부종합,3.45,3.82,2.09,2.29,,,,,,80.2,4/2,국수영탐(1)
경기대,융합과학부,경인권,경기,수원시,자연,융합과학부,교과성적우수자,2.92,2.93,1.81,1.81,,,,,,,,,,,,,,,,,,,,,80.95,3/4,국수영탐(1)
경기대,인문학부,경인권,경기,수원시,인문,인문학부,교과성적우수자,3.13,3.17,1.92,1.94,,,,,,,,,,,,,,,,,,,,,80.75,3/3,국수영탐(1)
경기대,전자공학부,경인권,경기,수원시,자연,전자공학부,학교장추천,2.91,2.95,1.8,1.83,교과성적우수자,2.1,2.71,1.37,1.69,,,,,,KGU학생부종합,3.45,3.54,2.09,2.14,,,,,,83.65,3/4,국수영탐(1)
경기대,창의공학부,경인권,경기,수원시,자연,창의공학부,교과성적우수자,2.98,3.04,1.84,1.87,,,,,,,,,,,,,,,,,,,,,82.1,3/4,국수영탐(1)
경기대,화학과,경인권,경기,수원시,자연,화학과,학교장추천,2.95,3.25,1.83,1.98,교과성적우수자,3.67,3.67,2.21,2.21,,,,,,KGU학생부종합,3.27,3.4,1.99,2.06,,,,,,81.6,2/5,국수영탐(1)
경기대,관광개발경영학과,서울,서울,서대문구,인문,관광개발경영학과,학교장추천,3,3.04,1.85,1.87,교과성적우수자,2.13,2.42,1.38,1.54,,,,,,KGU학생부종합,3.79,3.93,2.28,2.36,,,,,,82.85,3/3,국수영탐(1)
경기대,관광문화콘텐츠학과,서울,서울,서대문구,인문,관광문화콘텐츠학과,학교장추천,3.1,3.14,1.9,1.92,교과성적우수자,1.54,1.64,1.11,1.15,,,,,,KGU학생부종합,3.7,3.73,2.23,2.24,,,,,,81.95,2/3,국수영탐(1)
경기대,미디어영상학과,서울,서울,서대문구,예체능,미디어영상학과,학교장추천,2.65,2.68,1.66,1.68,교과성적우수자,2.04,2.44,1.34,1.55,,,,,,KGU학생부종합,3.2,3.29,1.95,2,,,,,,83.55,4/2,국수영탐(1)
경기대,호텔외식경영학부,서울,서울,서대문구,인문,호텔외식경영학부,학교장추천,2.75,2.88,1.72,1.78,교과성적우수자,1.54,1.54,1.11,1.11,,,,,,KGU학생부종합,3.21,3.28,1.96,1.99,,,,,,81.65,3/3,국수영탐(1)
경남대,가정교육과,경상권,경남,창원시,자연,가정교육과,일반,3.1,3.2,1.9,1.95,,,,,,,,,,,일반,,,,,,,,,,69.8,3/-,국수영탐(1)
경남대,간호학과,경상권,경남,창원시,자연,간호학과,일반,2.8,3,1.74,1.85,일반면접,3.3,3.3,2.01,2.01,,,,,,일반,,,,,,,,,,73.6,3/-,국수영탐(1)
경남대,건축학부,경상권,경남,창원시,자연,건축학부,일반,4.5,5,2.69,2.97,일반면접,4.4,5.6,2.63,3.31,,,,,,일반,,,,,,,,,,51.125,4/-,국수영탐(1)
경남대,게임학과,경상권,경남,창원시,자연,게임학과,일반,4.5,4.8,2.69,2.86,일반면접,4.6,4.9,2.75,2.92,,,,,,일반,,,,,,,,,,26.925,5/-,국수영탐(1)
경남대,경영학부,경상권,경남,창원시,인문,경영학부,일반,4.6,5.2,2.75,3.09,,,,,,,,,,,일반,,,,,,,,,,56.55,4/-,국수영탐(1)
경남대,경찰학과,경상권,경남,창원시,인문,경찰학과,일반,3.5,3.8,2.12,2.28,,,,,,,,,,,일반,,,,,,,,,,54.3,4/-,국수영탐(1)
경남대,경호보안학과,경상권,경남,창원시,인문,경호보안학과,일반,4.2,4.5,2.51,2.69,일반면접,5.6,5.9,3.31,3.49,,,,,,일반,,,,,,,,,,52.5,4/-,국수영탐(1)
경남대,교육학과,경상권,경남,창원시,인문,교육학과,일반,3,3.2,1.85,1.95,,,,,,,,,,,일반,,,,,,,,,,65.15,4/-,국수영탐(1)
경남대,국어교육과,경상권,경남,창원시,인문,국어교육과,일반,2.7,3.1,1.69,1.9,,,,,,,,,,,일반,,,,,,,,,,74.65,2/-,국수영탐(1)
경남대,군사학과,경상권,경남,창원시,인문,군사학과,군사학과,4.3,4.55,2.58,2.72,일반면접,3.9,4,2.34,2.4,,,,,,,,,,,,,,,,,3/-,국수영탐(1) 중 3개
경남대,군사학과,경상권,경남,창원시,인문,군사학과,군사학과,4.3,4.55,2.58,2.72,일반면접,3.9,4,2.34,2.4,,,,,,,,,,,,,,,,,3/-,국수영탐(1) 중 3개
경남대,기계공학부,경상권,경남,창원시,자연,기계공학부,일반,4.1,4.3,2.46,2.58,,,,,,,,,,,일반,,,,,,,,,,48.25,4/-,국수영탐(1)
경남대,디지털공연영상학과,경상권,경남,창원시,인문,디지털공연영상학과,일반,4.6,5.1,2.75,3.03,,,,,,,,,,,일반,,,,,,,,,,45.75,4/-,국수영탐(1)
경남대,디지털마케팅학과,경상권,경남,창원시,인문,디지털마케팅학과,일반,4.7,4.9,2.8,2.92,,,,,,,,,,,일반,,,,,,,,,,49.5,5/-,국수영탐(1)
경남대,무역물류학과,경상권,경남,창원시,인문,무역물류학과,일반,4.7,5.2,2.8,3.09,일반면접,5,5,2.97,2.97,,,,,,,,,,,,,,,,50.075,4/-,국수영탐(1)
경남대,문화유산복원예술학과,경상권,경남,창원시,인문,문화유산복원예술학과,일반,3.9,4.4,2.34,2.63,일반면접,4.4,5.4,2.63,3.2,,,,,,,,,,,,,,,,49.625,4/-,국수영탐(1)
경남대,물리치료학과,경상권,경남,창원시,자연,물리치료학과,일반,2.7,2.9,1.69,1.8,일반면접,3.4,3.4,2.06,2.06,,,,,,일반,,,,,,,,,,70.1,3/-,국수영탐(1)
경남대,미디어영상학과,경상권,경남,창원시,인문,미디어영상학과,일반,3.6,3.8,2.17,2.28,일반면접,3.9,4.6,2.34,2.75,,,,,,일반,,,,,,,,,,43.5,5/-,국수영탐(1)
경남대,미래자동차학과,경상권,경남,창원시,자연,미래자동차학과,일반,5.2,5.6,3.09,3.31,,,,,,,,,,,,,,,,,,,,,53.65,5/-,국수영탐(1)
경남대,미술교육과,경상권,경남,창원시,예체능,미술교육과,일반면접,3.4,3.9,2.06,2.34,,,,,,,,,,,,,,,,,,,,,,-/-,
경남대,법학과,경상권,경남,창원시,인문,법학과,일반,4.4,4.7,2.63,2.8,,,,,,,,,,,일반,,,,,,,,,,53.75,4/-,국수영탐(1)
경남대,보건의료정보학과,경상권,경남,창원시,자연,보건의료정보학과,일반,4.8,5,2.86,2.97,,,,,,,,,,,일반,,,,,,,,,,39,4/-,국수영탐(1)
경남대,사회복지학과,경상권,경남,창원시,인문,사회복지학과,일반,3.9,4.2,2.34,2.51,,,,,,,,,,,일반,,,,,,,,,,56.375,4/-,국수영탐(1)
경남대,소방안전공학과,경상권,경남,창원시,자연,소방안전공학과,일반,4.5,4.7,2.69,2.8,,,,,,,,,,,일반,,,,,,,,,,57.45,3/-,국수영탐(1)
경남대,수학교육과,경상권,경남,창원시,자연,수학교육과,일반,2.9,3.3,1.8,2.01,,,,,,,,,,,일반,,,,,,,,,,71.4,3/-,국수영탐(1)
경남대,스마트기계융합공학전공,경상권,경남,창원시,자연,스마트기계융합공학전공,일반,4.5,4.8,2.69,2.86,,,,,,,,,,,,,,,,,,,,,42.725,4/-,국수영탐(1)
경남대,스포츠재활학전공,경상권,경남,창원시,예체능,스포츠재활학전공,일반,3.5,3.8,2.12,2.28,일반면접,4.3,4.3,2.58,2.58,,,,,,일반,,,,,,,,,,,-/-,국수영탐(1)
경남대,식품영양학과,경상권,경남,창원시,자연,식품영양학과,일반,4.1,4.4,2.46,2.63,일반면접,5.3,5.3,3.14,3.14,,,,,,일반,,,,,,,,,,51.025,4/-,국수영탐(1)
경남대,심리학과,경상권,경남,창원시,인문,심리학과,일반,4.1,4.5,2.46,2.69,,,,,,,,,,,일반,,,,,,,,,,62.6,4/-,국수영탐(1)
경남대,여행항공관광학과,경상권,경남,창원시,인문,여행항공관광학과,일반,5.2,5.8,3.09,3.43,,,,,,,,,,,일반,,,,,,,,,,51.625,4/-,국수영탐(1)
경남대,영어교육과,경상권,경남,창원시,인문,영어교육과,일반,2.8,3.1,1.74,1.9,,,,,,,,,,,일반,,,,,,,,,,67.9,3/-,국수영탐(1)
경남대,외식조리학과,경상권,경남,창원시,자연,외식조리학과,일반,4.1,4.6,2.46,2.75,,,,,,,,,,,일반,,,,,,,,,,37.05,4/-,국수영탐(1)
경남대,웹툰・디자인학과,경상권,경남,창원시,예체능,웹툰・디자인학과,,,,,,,,,,,,,,,,일반,,,,,,,,,,,-/-,
경남대,유아교육과,경상권,경남,창원시,인문,유아교육과,일반,3.7,3.7,2.23,2.23,,,,,,,,,,,일반,,,,,,,,,,60.1,3/-,국수영탐(1)
경남대,음악교육과,경상권,경남,창원시,예체능,음악교육과,일반면접,4.1,4.1,2.46,2.46,,,,,,,,,,,,,,,,,,,,,,-/-,
경남대,응급구조학과,경상권,경남,창원시,자연,응급구조학과,일반,3.9,4.1,2.34,2.46,,,,,,,,,,,,,,,,,,,,,52.8,4/-,국수영탐(1)
경남대,인공지능학과,경상권,경남,창원시,자연,인공지능학과,일반,5.3,5.5,3.14,3.25,,,,,,,,,,,,,,,,,,,,,54.25,3/-,국수영탐(1)
경남대,일어교육과,경상권,경남,창원시,인문,일어교육과,일반,3.2,3.4,1.95,2.06,,,,,,,,,,,일반,,,,,,,,,,65.85,3/-,국수영탐(1)
경남대,자유전공학부,경상권,경남,창원시,자연,자유전공학부,일반,5,5.2,2.97,3.09,,,,,,,,,,,,,,,,,,,,,62.5,3/-,국수영탐(1)
경남대,작업치료학과,경상권,경남,창원시,자연,작업치료학과,일반,4.2,4.4,2.51,2.63,,,,,,,,,,,일반,,,,,,,,,,38.75,4/-,국수영탐(1)
경남대,전기공학과,경상권,경남,창원시,자연,전기공학과,일반,4.5,4.9,2.69,2.92,,,,,,,,,,,일반,,,,,,,,,,52.95,3/-,국수영탐(1)
경남대,제약공학과,경상권,경남,창원시,자연,제약공학과,일반,5,5.1,2.97,3.03,,,,,,,,,,,,,,,,,,,,,50.625,4/-,국수영탐(1)
경남대,체육교육과,경상권,경남,창원시,예체능,체육교육과,체육교육과,2.8,2.9,1.74,1.8,,,,,,,,,,,,,,,,,,,,,65.05,4/-,국수영탐(1)
경남대,컴퓨터공학부,경상권,경남,창원시,자연,컴퓨터공학부,일반,4.5,5.2,2.69,3.09,,,,,,,,,,,일반,,,,,,,,,,36.75,4/-,국수영탐(1)
경남대,행정학과,경상권,경남,창원시,인문,행정학과,일반,3.9,4.3,2.34,2.58,,,,,,,,,,,일반,,,,,,,,,,57.85,4/-,국수영탐(1)
경동대,간호학과,강원권,강원,원주시,자연,간호학과,일반학생,3.38,3.53,2.05,2.13,자기추천제,3.1,3.81,1.9,2.29,,,,,,,,,,,,,,,,,-/-,국수영탐(1)
경동대,물리치료학과,강원권,강원,원주시,자연,물리치료학과,일반학생,3.49,3.61,2.11,2.18,,,,,,,,,,,,,,,,,,,,,,-/-,국수영탐(1)
경동대,응급구조학과,강원권,강원,원주시,자연,응급구조학과,일반학생,4.18,4.42,2.5,2.64,,,,,,,,,,,,,,,,,,,,,,-/-,국수영탐(1)
경동대,임상병리학과,강원권,강원,원주시,자연,임상병리학과,일반학생,3.99,4.07,2.39,2.44,,,,,,,,,,,,,,,,,,,,,,-/-,국수영탐(1)
경동대,작업치료학과,강원권,강원,원주시,자연,작업치료학과,일반학생,5.08,5.29,3.02,3.13,,,,,,,,,,,,,,,,,,,,,,-/-,국수영탐(1)
경동대,치기공학과,강원권,강원,원주시,자연,치기공학과,일반학생,4.92,5.25,2.93,3.11,,,,,,,,,,,,,,,,,,,,,,-/-,국수영탐(1)
경동대,치위생학과,강원권,강원,원주시,자연,치위생학과,일반학생,4.43,4.6,2.65,2.75,,,,,,,,,,,,,,,,,,,,,,-/-,국수영탐(1)
경동대,건설시스템공학과,경인권,경기,양주시,자연,건설시스템공학과,일반학생,5.16,5.41,3.06,3.2,,,,,,,,,,,,,,,,,,,,,31.333333333333332,4/-,국수영탐(1)
경동대,건축공학과,경인권,경기,양주시,자연,건축공학과,일반학생,4.67,4.96,2.79,2.95,,,,,,,,,,,,,,,,,,,,,42,4/-,국수영탐(1)
경동대,건축디자인학과,경인권,경기,양주시,자연,건축디자인학과,일반학생,4.84,5.01,2.88,2.98,,,,,,,,,,,,,,,,,,,,,23.666666666666668,3/-,국수영탐(1)
경동대,경영학과,경인권,경기,양주시,인문,경영학과,일반학생,4.26,4.36,2.55,2.61,,,,,,,,,,,,,,,,,,,,,45.666666666666664,3/-,국수영탐(1)
경동대,경찰학과,경인권,경기,양주시,인문,경찰학과,일반학생,3.85,4.07,2.31,2.44,,,,,,,,,,,,,,,,,,,,,48.666666666666664,4/-,국수영탐(1)
경동대,군사학과,경인권,경기,양주시,인문,군사학과,일반학생,4.07,4.49,2.44,2.68,,,,,,,,,,,,,,,,,,,,,38.666666666666664,4/-,국수영탐(1)
경동대,디자인학과,경인권,경기,양주시,예체능,디자인학과,일반학생,3.99,4.12,2.39,2.47,,,,,,,,,,,,,,,,,,,,,35,4/-,국수영탐(1)
경동대,보건행정학과,경인권,경기,양주시,자연,보건행정학과,일반학생,4.1,4.21,2.46,2.52,,,,,,,,,,,,,,,,,,,,,22,3/-,국수영탐(1)
경동대,사회복지학과,경인권,경기,양주시,인문,사회복지학과,일반학생,3.96,3.99,2.38,2.39,,,,,,,,,,,,,,,,,,,,,38,4/-,국수영탐(1)
경동대,소프트웨어융합보안학과,경인권,경기,양주시,자연,소프트웨어융합보안학과,일반학생,4.56,4.91,2.72,2.93,,,,,,,,,,,,,,,,,,,,,38,4/-,국수영탐(1)
경동대,스포츠마케팅학과,경인권,경기,양주시,예체능,스포츠마케팅학과,일반학생,4.32,4.57,2.59,2.73,,,,,,,,,,,,,,,,,,,,,32.333333333333336,4/-,국수영탐(1)
경동대,외식사업학과,경인권,경기,양주시,자연,외식사업학과,일반학생,4.54,4.97,2.71,2.96,,,,,,,,,,,,,,,,,,,,,29,3/-,국수영탐(1)
경동대,유아교육과,경인권,경기,양주시,인문,유아교육과,일반학생,4.53,4.84,2.71,2.88,,,,,,,,,,,,,,,,,,,,,28.666666666666668,4/-,국수영탐(1)
경동대,컴퓨터공학과,경인권,경기,양주시,자연,컴퓨터공학과,일반학생,4.7,4.96,2.8,2.95,,,,,,,,,,,,,,,,,,,,,42.333333333333336,4/-,국수영탐(1)
경동대,항공서비스학과,경인권,경기,양주시,인문,항공서비스학과,일반학생,5.08,5.27,3.02,3.12,자기추천제,5.67,5.17,3.36,3.07,,,,,,,,,,,,,,,,29.666666666666668,3/-,국수영탐(1)
경동대,행정학과,경인권,경기,양주시,인문,행정학과,일반학생,4.39,4.48,2.63,2.68,,,,,,,,,,,,,,,,,,,,,36.666666666666664,4/-,국수영탐(1)
경동대,호텔관광경영학과,경인권,경기,양주시,인문,호텔관광경영학과,일반학생,4.69,4.87,2.8,2.9,,,,,,,,,,,,,,,,,,,,,25,4/-,국수영탐(1)
경동대,호텔조리학과,경인권,경기,양주시,자연,호텔조리학과,일반학생,4.21,4.47,2.52,2.67,,,,,,,,,,,,,,,,,,,,,32,3/-,국수영탐(1)
경북대,IT대학 자율학부,경상권,대구,북구,자연,AI대학 AI자율학부,교과우수자,3.07,3.11,1.89,1.91,,,,,,,,,,,일반학생,3.22,3.23,1.96,1.97,,,,,,86.14285714285714,2/3,국수영탐(2)
경북대,IT 첨단자율학부,경상권,대구,북구,자연,IT 첨단자율학부,교과우수자,2.53,2.68,1.6,1.68,,,,,,,,,,,일반학생,2.75,2.82,1.72,1.75,,,,,,88.42857142857143,3/3,국수영탐(2)
경북대,가정교육과,경상권,대구,북구,자연,가정교육과,교과우수자,2.65,3.28,1.66,1.99,,,,,,,,,,,일반학생,3.47,3.53,2.1,2.13,,,,,,84.14285714285714,3/1,국수영탐(2)
경북대,간호학과,경상권,대구,중구,자연,간호학과,교과우수자,1.85,1.9,1.24,1.26,,,,,,,,,,,일반학생,3.56,3.77,2.15,2.27,,,,,,84.42857142857143,3/1,국수영탐(2)
