대학명,모집단위,계열,전형,백분위,충원,모집인원,경쟁률
서울시립대,교통공학과,공학계열,일반전형,90,3,6,5.83
서울시립대,철학과,인문・사회계열,일반전형,87,17,9,5.22
서울시립대,사회복지학과,인문・사회계열,일반전형,87,8,14,4.43
서울시립대,신소재공학과,공학계열,일반전형,93,17,23,3.61
서울시립대,컴퓨터과학부,공학계열,일반전형,92,23,21,3.9
서울시립대,화학공학과,공학계열,일반전형,91,13,16,4.06
서울시립대,수학과,자연과학계열,일반전형,90,4,12,3.42
서울시립대,통계학과,자연과학계열,일반전형,89,14,10,5.2
서울시립대,물리학과,자연과학계열,일반전형,92,6,10,3.5
서울시립대,공간정보공학과,공학계열,일반전형,91,3,8,4.75
서울시립대,스포츠과학과,예체능계열,일반전형,85,8,30,4.83
서울시립대,환경원예학과,자연과학계열,일반전형,89,5,10,3.8
서울시립대,전자전기컴퓨터공학부,공학계열,일반전형,90,61,54,4.26
서울시립대,경제학부,인문・사회계열,일반전형,88,22,37,3.3
서울시립대,세무학과,인문・사회계열,일반전형,86,21,38,3
서울시립대,생명과학과,자연과학계열,일반전형,91,8,11,4.09
서울시립대,환경공학부,공학계열,일반전형,89,20,28,3.86
서울시립대,기계정보공학과,공학계열,일반전형,89,7,13,4.85
서울시립대,융합응용화학과,자연과학계열,일반전형,91,35,9,13.33
서울시립대,첨단융합학부 지능형반도체전공,공학계열,일반전형,91,123,22,14.55
서울여대,패션산업학과,자연과학계열,일반전형,78,5,13,6
서울여대,데이터사이언스학과,자연과학계열,일반전형,78,14,16,5.3
서울여대,경영학과,인문・사회계열,일반전형,80,25,28,6.2
서울여대,소프트웨어학과,자연과학계열,일반전형,81,4,12,6.3
서울여대,사회복지학과,인문・사회계열,일반전형,75,14,16,7
서울여대,아동학과,인문・사회계열,일반전형,74,21,23,7.4
서울여대,디지털미디어학과,자연과학계열,일반전형,78,12,20,4.9
서울여대,식품영양학과,자연과학계열,일반전형,75,9,17,6.2
서울여대,심리・인지과학학부,인문・사회계열,일반전형,82,16,16,6.5
서울여대,공예_컬렉터블디자인전공,예체능계열,일반전형,74,2,13,9.3
서울여대,지능정보보호학부,자연과학계열,일반전형,81,8,19,6.9
서울여대,산업디자인학과,예체능계열,일반전형,81,4,15,4.5
서울여대,언론영상학부,인문・사회계열,일반전형,77,13,25,5.4
서울여대,식품생명공학과,자연과학계열,일반전형,78,10,17,7
서울여대,스포츠운동과학과,예체능계열,일반전형,81,6,14,4.1
서울여대,시각디자인전공,예체능계열,일반전형,81,9,16,6.3
서울여대,과학기술융합자유전공,자연과학계열,일반전형,81,34,33,5.9
서울여대,미래산업융합자유전공,자연과학계열,일반전형,80,22,27,5.4
서울여대,사회과학자유전공,인문・사회계열,일반전형,78,31,40,4.6
서울여대,인문자유전공,인문・사회계열,일반전형,77,24,29,6.1
서울여대,현대미술전공,예체능계열,일반전형,70,19,15,7.4
서울여대,자유전공학부,자연과학계열,일반전형,77,22,16,9.9
서울여대,중어중문학과,인문・사회계열,일반전형,78,24,12,20.3
서울여대,영어영문학과,인문・사회계열,일반전형,83,44,20,9.1
서울여대,문헌정보학과,인문・사회계열,일반전형,77,15,12,12.3
서울여대,사학과,인문・사회계열,일반전형,83,30,12,9.8
서울여대,기독교학과,인문・사회계열,일반전형,81,26,6,18.2
서울여대,국어국문학과,인문・사회계열,일반전형,76,37,18,10.6
서울여대,일어일문학과,인문・사회계열,일반전형,76,38,18,10.8
서울여대,메타버스융합콘텐츠전공,공학계열,일반전형,81,25,12,11.1
서울여대,프랑스문화콘텐츠전공,인문・사회계열,일반전형,78,30,12,11.5
서울여대,독일문화콘텐츠전공,인문・사회계열,일반전형,77,37,13,13.5
서울여대,첨단미디어디자인전공,예체능계열,일반전형,79,16,10,8.3
서울여대,수학과,자연과학계열,일반전형,78,18,10,15
서울여대,원예생명조경학과,자연과학계열,일반전형,82,39,20,8.5
서울여대,생명환경공학과,자연과학계열,일반전형,83,11,12,8.9
서울여대,화학과,자연과학계열,일반전형,79,38,16,7.9
서울여대,바이오헬스융합학과,자연과학계열,일반전형,81,23,17,7.7
서울여대,행정학과,인문・사회계열,일반전형,82,26,18,11.2
서울여대,경제학과,인문・사회계열,일반전형,80,37,19,10
성균관대,건설환경공학부,공학계열,일반전형,94,15,20,4.3
성균관대,인문과학계열,인문・사회계열,일반전형,93,84,188,3.65
성균관대,경영학과,인문・사회계열,일반전형,95,127,90,4.51
성균관대,전자전기공학부,공학계열,일반전형,95,104,83,4.17
성균관대,소프트웨어학과,공학계열,일반전형,95,26,27,5.11
성균관대,공학계열,공학계열,일반전형,94,236,295,3.97
성균관대,바이오신약・규제과학과,자연과학계열,일반전형,95,30,16,7
성균관대,글로벌리더학부,인문・사회계열,일반전형,94,52,23,6.78
성균관대,영상학과,예체능계열,일반전형,93,4,16,4.63
성균관대,양자정보공학과,공학계열,일반전형,93,59,10,28.7
성균관대,글로벌바이오메디컬공학과,공학계열,일반전형,98,107,11,27.4
성균관대,글로벌경영학과,인문・사회계열,일반전형,97,517,45,28.2
성균관대,에너지학과,공학계열,일반전형,97,60,10,31.9
성균관대,반도체융합공학과,공학계열,일반전형,97,274,30,26.2
성균관대,동양화,예체능계열,일반전형,79,2,18,3.06
성균관대,사회과학계열,인문・사회계열,일반전형,93,113,212,3.26
성균관대,글로벌경제학과,인문・사회계열,일반전형,94,13,30,3.2
성균관대,자유전공계열,인문・사회계열,일반전형,94,38,127,3.04
성균관대,글로벌융합학부,인문・사회계열,일반전형,93,4,10,5.5
성균관대,의상학과,예체능계열,일반전형,91,4,15,3.87
성균관대,서양화,예체능계열,일반전형,84,3,19,4.58
성균관대,스포츠과학과,예체능계열,일반전형,89,2,28,12.86
성균관대,디자인학과,예체능계열,일반전형,84,2,38,4.34
성균관대,자연과학계열,자연과학계열,일반전형,93,88,147,3.61
성균관대,약학과,자연과학계열,일반전형,97,38,30,5.13
성균관대,의예과,자연과학계열,일반전형,99,9,15,4.87
성균관대,반도체시스템공학과,공학계열,계약학과,96,13,15,5.33
성균관대,지능형소프트웨어학과,공학계열,계약학과,98,12,16,6.25
성균관대,교육학과,인문・사회계열,사범계열,94,11,15,3.93
성균관대,한문교육과,인문・사회계열,사범계열,93,6,15,11.3
성균관대,컴퓨터교육과,인문・사회계열,사범계열,94,4,15,3.8
성균관대,수학교육과,인문・사회계열,사범계열,94,2,16,3.63
성신여대,첨단,공학계열,농어촌,75.67,4,16,3.94
성신여대,간호,자연과학계열,농어촌,77.17,1,4,3.25
성신여대,사범,인문・사회계열,농어촌,73.17,4,5,5.8
성신여대,첨단,공학계열,저소득층,70.83,1,4,5.5
성신여대,간호,자연과학계열,저소득층,65.17,0,2,6
성신여대,자연,자연과학계열,농어촌,74,8,8,4
성신여대,인문·사회,인문・사회계열,농어촌,72.17,13,35,4.34
성신여대,자연,자연과학계열,저소득층,73.17,2,3,8
성신여대,인문·사회,인문・사회계열,저소득층,71.5,4,6,10.17
성신여대,"수리통계데이터사이언스학부(수학,핀테크)",자연과학계열,일반전형,79,6,9,5.56
성신여대,창의융합학부(자유전공),인문・사회계열,일반전형,80,93,211,3.64
성신여대,간호학과(자연),자연과학계열,일반전형,86,8,16,2.63
성신여대,간호학과(인문),자연과학계열,일반전형,86,13,11,6.27
성신여대,AI융합학부,공학계열,일반전형,82,9,27,5.33
성신여대,교육학과,인문・사회계열,일반전형,80,2,6,5.33
성신여대,유아교육과,인문・사회계열,일반전형,81,4,7,5.29
성신여대,한문교육과,인문・사회계열,일반전형,82,1,6,6.67
성신여대,윤리교육과,인문・사회계열,일반전형,85,5,6,5
성신여대,사회교육과,인문・사회계열,일반전형,86,6,6,6.67
성신여대,스포츠과학부(스포츠레저),예체능계열,일반전형,51,2,21,7.14
성신여대,스포츠과학부(운동재활),예체능계열,일반전형,59,4,21,5.9
성신여대,화학・에너지융합학부,자연과학계열,일반전형,81,7,5,6.8
성신여대,바이오헬스융합학부,자연과학계열,일반전형,85,4,7,5
성신여대,바이오신약의과학부,자연과학계열,일반전형,84,10,8,5.25
성신여대,"수리통계데이터사이언스학부(통계학,빅데이터사이언스)",자연과학계열,일반전형,82,9,8,6.75
성신여대,국어국문학과,인문・사회계열,일반전형,81,2,6,11
성신여대,소비자산업학과,인문・사회계열,일반전형,80,5,6,4.83
성신여대,사학과,인문・사회계열,일반전형,81,1,4,7.5
성신여대,심리학과,인문・사회계열,일반전형,87,1,6,7.83
성신여대,융합보안공학과,공학계열,일반전형,83,10,12,4.92
성신여대,청정신소재공학과,공학계열,일반전형,83,5,6,7.33
성신여대,서비스디자인공학과,공학계열,일반전형,83,3,8,7.25
성신여대,창의융합학부(첨단분야전공),자연과학계열,일반전형,81,28,53,3.68
성신여대,중국어문·문화학과,인문・사회계열,일반전형,83,3,6,6.5
성신여대,일본어문·문화학과,인문・사회계열,일반전형,80,1,6,5.17
성신여대,프랑스어문·문화학과,인문・사회계열,일반전형,84,1,4,11
성신여대,독일어문·문화학과,인문・사회계열,일반전형,81,3,4,11.75
성신여대,문화예술경영학과,인문・사회계열,일반전형,82,1,4,9
성신여대,경제학과,인문・사회계열,일반전형,83,3,8,8.88
성신여대,컴퓨터공학과,공학계열,일반전형,85,6,6,5.17
성신여대,의류산업학과,자연과학계열,일반전형,85,0,7,6
성신여대,바이오식품공학과,공학계열,일반전형,83,3,4,6.75
성신여대,지리학과,인문・사회계열,일반전형,86,3,4,5
성신여대,법학부,인문・사회계열,일반전형,84,3,15,4.53
성신여대,영어영문학과,인문・사회계열,일반전형,82,3,8,4.5
성신여대,경영학과,인문・사회계열,일반전형,83,9,17,5.18
성신여대,정치외교학과,인문・사회계열,일반전형,84,1,5,5.8
성신여대,미디어커뮤니케이션학과,인문・사회계열,일반전형,84,6,7,4.29
성신여대,사회복지학과,인문・사회계열,일반전형,84,1,6,6.33
성신여대,디자인과,예체능계열,일반전형,58,42,42,14.14
세명대,한의예과,자연과학계열,일반전형,96,8,18,6.61
세명대,간호학과,자연과학계열,일반전형,78,19,17,4.53
세종대,교육학과,인문・사회계열,일반전형,86,1,2,8
세종대,경상호텔관광계열,인문・사회계열,일반전형,87,41,119,5.61
세종대,우주항공시스템공학부(지능형드론융합전공),공학계열,일반전형,85,34,31,6.71
세종대,IT계열,공학계열,일반전형,82,105,104,4.64
세종대,무용과,예체능계열,일반전형,28,,15,3.87
세종대,영화예술학과,예체능계열,일반전형,83,2,17,17.47
세종대,스마트생명산업융합학과,공학계열,일반전형,84,15,8,12.25
세종대,AI로봇학과,공학계열,일반전형,84,13,11,6.91
세종대,창의소프트학부(디자인이노베이션전공),공학계열,일반전형,80,,2,15.5
세종대,창의소프트학부(만화애니메이션텍전공),공학계열,일반전형,87,,2,8.5
세종대,지능정보융합학과,공학계열,일반전형,84,12,9,7
세종대,콘텐츠소프트웨어학과,공학계열,일반전형,86,8,7,8.43
세종대,공과계열,공학계열,일반전형,85,123,170,4.03
세종대,자연생명계열,자연과학계열,일반전형,83,83,113,4.96
세종대,양자지능정보학과,공학계열,일반전형,85,16,16,8.63
세종대,음악과,예체능계열,일반전형,62,6,14,11.86
세종대,체육학과,예체능계열,일반전형,57,13,25,10.68
세종대,패션디자인학과,예체능계열,일반전형,77,3,14,10.21
세종대,반도체시스템공학과,공학계열,일반전형,84,,1,22
세종대,인공지능데이터사이언스학과,공학계열,일반전형,86,5,6,7
세종대,인문사회계열,인문・사회계열,일반전형,84,79,100,5.9
세종대,회화과,예체능계열,일반전형,67,7,14,8.57
세종대,첨단융합계열,공학계열,일반전형,84,235,185,7.58
세종대,자유전공학부,공학계열,일반전형,81,89,44,14.5
세종대,국방AI융합시스템공학과,공학계열,일반전형,84,,8,4.63
세종대,사이버국방학과,공학계열,일반전형,83,3,5,4.6
세종대,우주항공시스템공학부(항공시스템공학전공),공학계열,일반전형,86,3,4,3.25
세종대,국방AI로봇융합공학과,공학계열,일반전형,79,2,6,4.17
세종대,IT계열,공학계열,농어촌,79,9,10,4.5
세종대,경상호텔관광계열,인문・사회계열,농어촌,80,12,11,7.91
세종대,우주항공시스템공학부(지능형드론융합전공),공학계열,농어촌,81,1,4,4
세종대,스마트생명산업융합학과,공학계열,농어촌,69,1,2,4
세종대,생명시스템학부,공학계열,농어촌,76,3,2,5.5
세종대,AI융합전자공학과,공학계열,농어촌,76,1,2,5
세종대,공과계열,공학계열,농어촌,78,14,17,4.18
세종대,자연생명계열,자연과학계열,농어촌,75,13,11,4.45
세종대,양자지능정보학과,공학계열,농어촌,76,3,4,5.25
세종대,경영학부,인문・사회계열,농어촌,78,6,2,8.5
세종대,컴퓨터공학과,공학계열,농어촌,79,,2,4.5
세종대,인공지능데이터사이언스학과,공학계열,농어촌,79,1,4,3.5
세종대,AI로봇학과,공학계열,농어촌,77,3,4,4.25
세종대,인문사회계열,인문・사회계열,농어촌,79,11,10,7.1
세종대,첨단융합계열,공학계열,농어촌,78,18,16,7.13
숙명여대,인공지능공학부,공학계열,일반전형,81,3,12,7.33
숙명여대,경영학부,인문・사회계열,일반전형,84,21,39,3.68
숙명여대,르꼬르동블루외식경영전공,인문・사회계열,일반전형,84,1,10,5.78
숙명여대,중어중문학부,인문・사회계열,일반전형,84,7,20,4.7
숙명여대,영어영문학전공,인문・사회계열,일반전형,83,9,19,4.89
숙명여대,데이터사이언스전공,공학계열,일반전형,83,2,9,6.5
숙명여대,일본학과,인문・사회계열,일반전형,85,0,4,7.5
숙명여대,미디어학부,인문・사회계열,일반전형,85,3,16,4.38
숙명여대,정치외교학과,인문・사회계열,일반전형,83,5,10,8.3
숙명여대,행정학과,인문・사회계열,일반전형,79,1,8,5
숙명여대,교육학부,인문・사회계열,일반전형,86,4,23,5.13
숙명여대,한국어문학부,인문・사회계열,일반전형,81,18,18,4.72
숙명여대,기계시스템학부,공학계열,일반전형,83,4,13,7.17
숙명여대,지능형전자시스템학부,공학계열,일반전형,92,3,7,7.86
숙명여대,신소재물리학부,공학계열,일반전형,90,4,7,5.33
숙명여대,역사문화학과,인문・사회계열,일반전형,83,4,9,6.33
숙명여대,독일언어・문화학과,인문・사회계열,일반전형,84,2,6,5
숙명여대,프랑스언어・문화학과,인문・사회계열,일반전형,82,1,5,7.2
숙명여대,문헌정보학과,인문・사회계열,일반전형,85,4,11,5.9
숙명여대,사회심리학과,인문・사회계열,일반전형,86,5,8,6.25
숙명여대,앙트러프러너십전공,인문・사회계열,일반전형,83,2,5,6.8
숙명여대,글로벌협력전공,인문・사회계열,일반전형,84,1,6,4.67
숙명여대,식품영양학과,자연과학계열,일반전형,84,1,10,3.8
숙명여대,의류학과,자연과학계열,일반전형,88,3,8,4.13
숙명여대,수학과,자연과학계열,일반전형,85,13,11,4.5
숙명여대,컴퓨터과학전공,공학계열,일반전형,86,10,11,6.7
숙명여대,소비자경제학과,인문・사회계열,일반전형,87,0,7,5.86
숙명여대,통계학과,자연과학계열,일반전형,88,9,10,5.1
숙명여대,생명시스템학부,자연과학계열,일반전형,85,11,13,6.46
숙명여대,문화관광학전공,인문・사회계열,일반전형,81,1,9,4.67
숙명여대,홍보광고학과,인문・사회계열,일반전형,83,2,12,4.55
숙명여대,법학부,인문・사회계열,일반전형,84,6,28,4.25
숙명여대,아동복지학부,인문・사회계열,일반전형,83,3,14,4.43
숙명여대,경제학부,인문・사회계열,일반전형,84,13,26,4.19
숙명여대,화공생명공학부,공학계열,일반전형,88,10,17,5.52
숙명여대,가족자원경영학과,인문・사회계열,일반전형,81,7,8,5.62
숙명여대,화학과,자연과학계열,일반전형,87,3,11,4.72
숙명여대,체육교육과,예체능계열,일반전형,91,2,20,5.3
숙명여대,첨단공학부,공학계열,일반전형,87,31,78,3.17
숙명여대,약학부,자연과학계열,일반전형,97,16,51,3.59
숙명여대,자유전공학부,인문・사회계열,일반전형,81,132,294,3.18
숙명여대,약학부,자연과학계열,저소득층,89,1,6,6.83
순천향대,의예과,자연과학계열,일반전형,98,236,30,23.9
순천향대,간호학과,자연과학계열,일반전형,79,40,20,7.7
숭실대,AI소프트웨어학부,공학계열,일반전형,88,71,74,4.08
숭실대,행정학부,인문・사회계열,일반전형,81,15,34,4.85
숭실대,정치외교학과,인문・사회계열,일반전형,80,8,13,4.54
숭실대,정보사회학과,인문・사회계열,일반전형,80,3,10,4.8
숭실대,법학과,인문・사회계열,일반전형,84,10,22,5.41
숭실대,국제법무학과,인문・사회계열,일반전형,84,6,16,5.13
숭실대,글로벌통상학과,인문・사회계열,일반전형,88,10,24,3.79
숭실대,금융학부,인문・사회계열,일반전형,87,8,18,4.89
숭실대,회계학과,인문・사회계열,일반전형,86,9,21,4.14
숭실대,언론홍보학과,인문・사회계열,일반전형,79,12,12,6.17
숭실대,경제학과,인문・사회계열,일반전형,86,15,34,4.38
숭실대,평생교육학과,인문・사회계열,일반전형,87,3,8,6.75
숭실대,건축학부 건축학·건축공학전공,공학계열,일반전형,85,21,14,5.21
숭실대,일어일문학과,인문・사회계열,일반전형,84,4,9,6
숭실대,국어국문학과,인문・사회계열,일반전형,83,7,8,7.63
숭실대,사학과,인문・사회계열,일반전형,80,4,9,8.33
숭실대,불어불문학과,인문・사회계열,일반전형,87,2,6,7.5
숭실대,중어중문학과,인문・사회계열,일반전형,82,2,11,6.55
숭실대,경영학부,인문・사회계열,일반전형,87,31,42,4.33
숭실대,건축학부 실내건축전공,공학계열,일반전형,86,8,6,6
숭실대,산업정보시스템공학과,공학계열,일반전형,86,38,25,5.28
숭실대,벤처중소기업학과,인문・사회계열,일반전형,86,8,25,3.76
숭실대,자유전공학부(자연),자연과학계열,일반전형,85,152,192,3.69
숭실대,전자정보공학부 IT융합전공,공학계열,일반전형,87,23,28,3.82
숭실대,독어독문학과,인문・사회계열,일반전형,83,18,9,10.78
숭실대,영어영문학과,인문・사회계열,일반전형,81,36,20,6.85
숭실대,신소재공학과,공학계열,일반전형,84,31,28,5.89
숭실대,자유전공학부(인문),인문・사회계열,일반전형,84,174,165,6.49
숭실대,수학과,자연과학계열,일반전형,85,14,8,11.38
숭실대,전자정보공학부 전자공학전공,공학계열,일반전형,84,29,29,5.66
숭실대,물리학과,자연과학계열,일반전형,85,10,13,7.54
숭실대,정보통계・보험수리학과,자연과학계열,일반전형,90,9,11,7.36
숭실대,기계공학부,공학계열,일반전형,88,32,32,6.75
숭실대,화학과,자연과학계열,일반전형,88,22,17,6.88
숭실대,의생명시스템학부,자연과학계열,일반전형,88,39,20,6.9
숭실대,화학공학과,공학계열,일반전형,86,19,25,5.88
숭실대,사회복지학부,인문・사회계열,일반전형,82,58,15,13.67
숭실대,전기공학부,공학계열,일반전형,88,41,41,5.49
숭실대,정보보호학과,공학계열,일반전형,92,26,12,8.75
숭실대,글로벌미디어학부,공학계열,일반전형,86,26,23,7.26
숭실대,컴퓨터학부,공학계열,일반전형,90,22,20,5.45
숭실대,정치외교학과,인문・사회계열,농어촌,77,,2,6
숭실대,법학과,인문・사회계열,농어촌,77,1,4,4.5
숭실대,국제법무학과,인문・사회계열,농어촌,75,,2,10
숭실대,회계학과,인문・사회계열,농어촌,79,3,2,6
숭실대,행정학부,인문・사회계열,농어촌,77,1,3,4.33
숭실대,평생교육학과,인문・사회계열,농어촌,78,,2,5.5
숭실대,건축학부 건축학·건축공학전공,공학계열,농어촌,74,,2,8
숭실대,일어일문학과,인문・사회계열,농어촌,78,1,2,6
숭실대,기독교학과,인문・사회계열,농어촌,80,,2,9.5
숭실대,사학과,인문・사회계열,농어촌,79,4,2,5.5
숭실대,불어불문학과,인문・사회계열,농어촌,81,1,2,6.5
숭실대,경영학부,인문・사회계열,농어촌,77,6,5,6.6
숭실대,철학과,인문・사회계열,농어촌,82,,2,6.5
숭실대,벤처중소기업학과,인문・사회계열,농어촌,78,2,2,6
숭실대,AI소프트웨어학부,공학계열,농어촌,78,6,6,3.33
숭실대,전자정보공학부 IT융합전공,공학계열,농어촌,83,1,3,5.33
숭실대,독어독문학과,인문・사회계열,농어촌,81,1,2,7
숭실대,영어영문학과,인문・사회계열,농어촌,75,1,2,6.5
숭실대,수학과,자연과학계열,농어촌,74,2,3,8.33
숭실대,전자정보공학부 전자공학전공,공학계열,농어촌,82,5,3,8.67
숭실대,물리학과,자연과학계열,농어촌,84,4,3,8.33
숭실대,정보통계・보험수리학과,자연과학계열,농어촌,82,6,3,8.33
숭실대,신소재공학과,공학계열,농어촌,79,5,2,9
숭실대,기계공학부,공학계열,농어촌,83,2,2,6.5
숭실대,화학과,자연과학계열,농어촌,83,3,2,10.5
숭실대,의생명시스템학부,자연과학계열,농어촌,86,4,2,7.5
숭실대,화학공학과,공학계열,농어촌,80,5,4,8
숭실대,사회복지학부,인문・사회계열,농어촌,77,6,2,25
숭실대,전기공학부,공학계열,농어촌,83,2,5,7.6
숭실대,글로벌미디어학부,공학계열,농어촌,83,3,2,8.5
숭실대,컴퓨터학부,공학계열,농어촌,80,4,3,7
숭실대,글로벌통상학과,인문・사회계열,저소득층,77,4,5,6.8
숭실대,경제학과,인문・사회계열,저소득층,74,5,3,7.33
숭실대,건축학부 실내건축전공,공학계열,저소득층,69,,2,8
숭실대,건축학부 건축학·건축공학전공,공학계열,저소득층,75,,3,5.33
숭실대,산업정보시스템공학과,공학계열,저소득층,79,3,5,5.2
숭실대,기계공학부,공학계열,저소득층,77,12,6,12.33
숭실대,신소재공학과,공학계열,저소득층,82,17,5,13
숭실대,화학공학과,공학계열,저소득층,78,7,3,13.67
숭실대,전기공학부,공학계열,저소득층,82,7,4,11
아주대,간호학과,자연과학계열,일반전형4,88,17,12,7.4
아주대,행정학과,인문・사회계열,일반전형3,83,15,10,13.3
아주대,경영학과,인문・사회계열,일반전형3,86,23,24,6.4
아주대,디지털미디어학과,공학계열,일반전형3,82,10,10,6.1
아주대,건설시스템공학과,공학계열,일반전형3,85,7,8,5.9
아주대,건축학과,공학계열,일반전형3,86,15,12,5.5
아주대,영어영문학과,인문・사회계열,일반전형3,85,11,9,7.4
아주대,경제정치사회융합학부,인문・사회계열,일반전형3,82,34,29,6.1
아주대,프런티어과학학부,자연과학계열,일반전형3,86,29,31,4.3
아주대,첨단바이오융합대학,공학계열,일반전형3,84,25,32,5.2
아주대,국어국문학과,인문・사회계열,일반전형3,83,1,4,8.8
아주대,사학과,인문・사회계열,일반전형3,83,2,3,9.3
아주대,심리학과,인문・사회계열,일반전형3,85,12,11,8.3
아주대,문화콘텐츠학과,인문・사회계열,일반전형3,83,6,6,8.3
아주대,미래모빌리티공학과,공학계열,일반전형3,86,23,47,5
아주대,불어불문학과,인문・사회계열,일반전형3,82,1,3,9.7
아주대,전자공학과,공학계열,일반전형3,86,34,32,4.1
아주대,소프트웨어학과,공학계열,일반전형3,87,10,12,6.9
아주대,수학과,자연과학계열,일반전형3,82,1,3,8.7
아주대,환경안전공학과,공학계열,일반전형3,81,6,11,7.4
아주대,교통시스템공학과,공학계열,일반전형3,83,6,7,7
아주대,금융공학과,인문・사회계열,일반전형3,86,8,10,7
아주대,간호학과,자연과학계열,일반전형3,87,17,22,6.7
아주대,첨단신소재공학과,공학계열,일반전형3,91,13,22,5.5
아주대,경영인텔리전스학과,인문・사회계열,일반전형3,85,6,10,9.2
아주대,기계공학과,공학계열,일반전형3,86,34,35,4.7
아주대,응용화학과,공학계열,일반전형3,86,1,6,8.5
아주대,지능형반도체공학과,공학계열,일반전형3,90,16,27,4.7
아주대,화학공학과,공학계열,일반전형3,85,9,8,5.9
아주대,산업공학과,공학계열,일반전형3,86,9,21,6
아주대,사이버보안학과,공학계열,일반전형3,90,5,7,5.6
아주대,자유전공학부(인문),인문・사회계열,일반전형2,89,20,48,4.1
아주대,약학과,자연과학계열,일반전형2,95,11,10,5.7
아주대,자유전공학부(자연),자연과학계열,일반전형2,86,58,88,3.4
아주대,의학과(예과),자연과학계열,일반전형1,99,,10,3.7
아주대,약학과,자연과학계열,농어촌,93,4,3,5.7
아주대,경제정치사회융합학부,인문・사회계열,농어촌,79,9,6,7.5
아주대,프런티어과학학부,자연과학계열,농어촌,78,9,5,6.6
아주대,첨단바이오융합대학,공학계열,농어촌,82,3,3,7.3
아주대,간호학과,자연과학계열,농어촌,81,2,3,4.3
아주대,기계공학과,공학계열,농어촌,80,10,3,8.7
아주대,약학과,자연과학계열,저소득층,87,,3,6.7
아주대,국방디지털융합학과,공학계열,국방IT,84,3,9,2
연세대,스포츠응용산업학과,예체능계열,일반전형,86,2,26,4.58
연세대,체육교육학과,예체능계열,일반전형,88,4,28,4.61
연세대,경영학과,인문・사회계열,농어촌,87,,0,0
연세대,첨단컴퓨팅학부,공학계열,농어촌,91,,0,0
연세대,기계공학부,공학계열,농어촌,93,,0,0
연세대,전기전자공학부,공학계열,농어촌,91,,0,0
연세대,경제학부,인문・사회계열,농어촌,93,,0,0
연세대,디스플레이융합공학과,공학계열,일반전형,96,7,7,7
연세대,실내건축학과,자연과학계열,일반전형,91,3,11,4.36
연세대,도시공학과,공학계열,일반전형,94,1,14,3.64
연세대,철학과,인문・사회계열,일반전형,93,,14,3.64
연세대,경영학과,인문・사회계열,일반전형,92,97,118,3.91
연세대,중어중문학과,인문・사회계열,일반전형,92,2,15,3.6
연세대,영어영문학과,인문・사회계열,일반전형,91,2,31,3.35
연세대,사회복지학과,인문・사회계열,일반전형,92,,14,4.21
연세대,사회학과,인문・사회계열,일반전형,91,2,13,3.77
연세대,정치외교학과,인문・사회계열,일반전형,91,11,30,4.33
연세대,행정학과,인문・사회계열,일반전형,92,2,29,3.07
연세대,교육학부,인문・사회계열,일반전형,92,1,26,2.81
연세대,건축공학과,공학계열,일반전형,93,3,28,3.86
연세대,아동・가족학과,자연과학계열,일반전형,90,2,10,3.9
연세대,신학과,인문・사회계열,일반전형,89,1,22,3
연세대,국어국문학과,인문・사회계열,일반전형,92,1,20,2.85
연세대,시스템반도체공학과,공학계열,일반전형,95,68,32,5.84
연세대,지능형반도체전공,공학계열,일반전형,94,4,15,5.2
연세대,첨단컴퓨팅학부,공학계열,일반전형,94,40,70,4.63
연세대,모빌리티시스템전공,공학계열,일반전형,94,2,10,6.2
연세대,진리 자유학부(인문),인문・사회계열,일반전형,92,46,74,3.72
연세대,독어독문학과,인문・사회계열,일반전형,92,,17,11.59
연세대,노어노문학과,인문・사회계열,일반전형,91,1,13,3.38
연세대,불어불문학과,인문・사회계열,일반전형,90,,12,4.08
연세대,문헌정보학과,인문・사회계열,일반전형,92,1,13,3.69
연세대,문화인류학과,인문・사회계열,일반전형,92,,8,3.13
연세대,심리학과,인문・사회계열,일반전형,92,4,12,3.83
연세대,사학과,인문・사회계열,일반전형,91,1,19,3.47
연세대,상경계열,인문・사회계열,일반전형,91,16,70,3.9
연세대,치의예과,자연과학계열,일반전형,98,56,27,5.3
연세대,간호학과,자연과학계열,일반전형,92,14,36,3.11
연세대,약학과,자연과학계열,일반전형,98,40,14,8.07
연세대,식품영양학과,자연과학계열,일반전형,89,1,12,3
연세대,의류환경학과,자연과학계열,일반전형,91,2,9,3.56
연세대,수학과,자연과학계열,일반전형,92,10,13,4.62
연세대,신소재공학부,공학계열,일반전형,95,11,34,3.94
연세대,통합디자인학과,자연과학계열,일반전형,92,3,9,4.11
연세대,응용통계학과,인문・사회계열,일반전형,94,7,15,4.73
연세대,물리학과,자연과학계열,일반전형,93,7,13,3.69
연세대,대기과학과,자연과학계열,일반전형,94,2,11,3.91
연세대,천문우주학과,자연과학계열,일반전형,93,5,11,6.64
연세대,지구시스템과학과,자연과학계열,일반전형,94,2,13,3.77
연세대,의예과,자연과학계열,일반전형,99,19,48,3.92
연세대,기계공학부,공학계열,일반전형,94,21,42,2.95
연세대,전기전자공학부,공학계열,일반전형,95,97,69,4.48
연세대,경제학부,인문・사회계열,일반전형,93,22,41,3.44
