지역,대학명,전형명,계열,모집인원,단계,전형방법,면접시기,1단계발표,면접일자,면접방법,수능최저,세부수능최저,학업역량,진로역량,공동체역량,평가요소,인재상
서울,서울대,"지역균형선발
(추천, 2명,의예)",의예,39,단계,"1단계(3배수) : 서류 100
2단계 : 1단계 70 + 면접 30",수능후,11.21.(금),11.28.(금)~29.(토),서류,3합7,"국,수(미/기),영,과(2) 중 3개 합 7",33.3,33.3,33.3,"학업역량/학업태도/학업외 소양
1. 학업역량 - 폭넓은 지식을 깊이 있게 갖추고 활용할 수 있는 학생인가?(주어진 여건에서 교과 및 학업 관련 활동의 성취수준과 논리적 사고력, 과제수행 능력 등의 
역량)
2. 학업태도 - 스스로 알고자 하며 적극적으로 배우고자 하는 학생인가?(자기주도적 학습 경험에서 나타나는 지적 호기심과 탐구 의지, 깊이 있는 배움에 대한 열의, 
학업수행 과정에서의 적극성 및 진취성, 진로탐색의지 등의 학업 태도) 
3. 학업외소양 - 바른 인성과 공동체 의식을 지니고 나눔을 실천할 수 있는 학생인가?(학교생활을 통해 드러난 개인의 품성뿐만 아니라 리더십, 공동체 의식, 책임감, 
사회 구성원으로서의 기여 가능성 등을 평가)","ㆍ학교 교육과정을 성실히 이수하고 학업역량이 우수한 학생
ㆍ학교생활에서 적극적이고 진취적인 태도를 보인 학생
ㆍ글로벌 리더로 성장할 수 있는 자질을 지닌 학생
ㆍ다양한 교육적, 사회적, 문화적 배경과 경험을 지닌 학생
ㆍ사회적 약자에 대한 배려심과 공동체 의식을 가진 학생"
서울,서울대,일반,,"1,359",단계,"1단계(2배수) : 서류 100
2단계 : 1단계 100+면접 및 구술고사100",수능후,11.14.(금),11.21.(금)~22.(토),제시문,,없음,33.3,33.3,33.3,"학업역량/학업태도/학업외 소양
1. 학업역량 - 폭넓은 지식을 깊이 있게 갖추고 활용할 수 있는 학생인가?(주어진 여건에서 교과 및 학업 관련 활동의 성취수준과 논리적 사고력, 과제수행 능력 등의 
역량)
2. 학업태도 - 스스로 알고자 하며 적극적으로 배우고자 하는 학생인가?(자기주도적 학습 경험에서 나타나는 지적 호기심과 탐구 의지, 깊이 있는 배움에 대한 열의, 
학업수행 과정에서의 적극성 및 진취성, 진로탐색의지 등의 학업 태도) 
3. 학업외소양 - 바른 인성과 공동체 의식을 지니고 나눔을 실천할 수 있는 학생인가?(학교생활을 통해 드러난 개인의 품성뿐만 아니라 리더십, 공동체 의식, 책임감, 
사회 구성원으로서의 기여 가능성 등을 평가)","ㆍ학교 교육과정을 성실히 이수하고 학업역량이 우수한 학생
ㆍ학교생활에서 적극적이고 진취적인 태도를 보인 학생
ㆍ글로벌 리더로 성장할 수 있는 자질을 지닌 학생
ㆍ다양한 교육적, 사회적, 문화적 배경과 경험을 지닌 학생
ㆍ사회적 약자에 대한 배려심과 공동체 의식을 가진 학생"
서울,서울대,"일반(디자인,체교)",,11,단계,"1단계(2배수) : 서류 100
2단계 : 1단계 100+면접 및 구술고사100",수능후,11.14.(금),11.21.(금)~22.(토),제시문,2합6~3합7,"디자인과 -국, 수, 영, 탐(2) 중 3개 합 7 / 체육교육과 - 국,수,영,탐(2) 중 2개 합 6",33.3,33.3,33.3,"학업역량/학업태도/학업외 소양
1. 학업역량 - 폭넓은 지식을 깊이 있게 갖추고 활용할 수 있는 학생인가?(주어진 여건에서 교과 및 학업 관련 활동의 성취수준과 논리적 사고력, 과제수행 능력 등의 
역량)
2. 학업태도 - 스스로 알고자 하며 적극적으로 배우고자 하는 학생인가?(자기주도적 학습 경험에서 나타나는 지적 호기심과 탐구 의지, 깊이 있는 배움에 대한 열의, 
학업수행 과정에서의 적극성 및 진취성, 진로탐색의지 등의 학업 태도) 
3. 학업외소양 - 바른 인성과 공동체 의식을 지니고 나눔을 실천할 수 있는 학생인가?(학교생활을 통해 드러난 개인의 품성뿐만 아니라 리더십, 공동체 의식, 책임감, 
사회 구성원으로서의 기여 가능성 등을 평가)","ㆍ학교 교육과정을 성실히 이수하고 학업역량이 우수한 학생
ㆍ학교생활에서 적극적이고 진취적인 태도를 보인 학생
ㆍ글로벌 리더로 성장할 수 있는 자질을 지닌 학생
ㆍ다양한 교육적, 사회적, 문화적 배경과 경험을 지닌 학생
ㆍ사회적 약자에 대한 배려심과 공동체 의식을 가진 학생"
서울,서울대,일반(수의예),수의예,17,단계,"1단계(2배수) : 서류 100
2단계 : 1단계 100+면접 및 구술고사100",수능후,11.14.(금),11.21.(금)~22.(토),제시문,,없음,33.3,33.3,33.3,"학업역량/학업태도/학업외 소양
1. 학업역량 - 폭넓은 지식을 깊이 있게 갖추고 활용할 수 있는 학생인가?(주어진 여건에서 교과 및 학업 관련 활동의 성취수준과 논리적 사고력, 과제수행 능력 등의 
역량)
2. 학업태도 - 스스로 알고자 하며 적극적으로 배우고자 하는 학생인가?(자기주도적 학습 경험에서 나타나는 지적 호기심과 탐구 의지, 깊이 있는 배움에 대한 열의, 
학업수행 과정에서의 적극성 및 진취성, 진로탐색의지 등의 학업 태도) 
3. 학업외소양 - 바른 인성과 공동체 의식을 지니고 나눔을 실천할 수 있는 학생인가?(학교생활을 통해 드러난 개인의 품성뿐만 아니라 리더십, 공동체 의식, 책임감, 
사회 구성원으로서의 기여 가능성 등을 평가)","ㆍ학교 교육과정을 성실히 이수하고 학업역량이 우수한 학생
ㆍ학교생활에서 적극적이고 진취적인 태도를 보인 학생
ㆍ글로벌 리더로 성장할 수 있는 자질을 지닌 학생
ㆍ다양한 교육적, 사회적, 문화적 배경과 경험을 지닌 학생
ㆍ사회적 약자에 대한 배려심과 공동체 의식을 가진 학생"
서울,서울대,일반(약학),약학,29,단계,"1단계(2배수) : 서류 100
2단계 : 1단계 100+면접 및 구술고사100",수능후,11.14.(금),11.21.(금)~22.(토),제시문,,없음,33.3,33.3,33.3,"학업역량/학업태도/학업외 소양
1. 학업역량 - 폭넓은 지식을 깊이 있게 갖추고 활용할 수 있는 학생인가?(주어진 여건에서 교과 및 학업 관련 활동의 성취수준과 논리적 사고력, 과제수행 능력 등의 
역량)
2. 학업태도 - 스스로 알고자 하며 적극적으로 배우고자 하는 학생인가?(자기주도적 학습 경험에서 나타나는 지적 호기심과 탐구 의지, 깊이 있는 배움에 대한 열의, 
학업수행 과정에서의 적극성 및 진취성, 진로탐색의지 등의 학업 태도) 
3. 학업외소양 - 바른 인성과 공동체 의식을 지니고 나눔을 실천할 수 있는 학생인가?(학교생활을 통해 드러난 개인의 품성뿐만 아니라 리더십, 공동체 의식, 책임감, 
사회 구성원으로서의 기여 가능성 등을 평가)","ㆍ학교 교육과정을 성실히 이수하고 학업역량이 우수한 학생
ㆍ학교생활에서 적극적이고 진취적인 태도를 보인 학생
ㆍ글로벌 리더로 성장할 수 있는 자질을 지닌 학생
ㆍ다양한 교육적, 사회적, 문화적 배경과 경험을 지닌 학생
ㆍ사회적 약자에 대한 배려심과 공동체 의식을 가진 학생"
서울,서울대,일반(의예),의예,50,단계,"1단계(2배수) : 서류 100
2단계 : 1단계 100+면접 및 구술고사100",수능후,11.14.(금),11.21.(금)~22.(토),제시문,,없음,33.3,33.3,33.3,"학업역량/학업태도/학업외 소양
1. 학업역량 - 폭넓은 지식을 깊이 있게 갖추고 활용할 수 있는 학생인가?(주어진 여건에서 교과 및 학업 관련 활동의 성취수준과 논리적 사고력, 과제수행 능력 등의 
역량)
2. 학업태도 - 스스로 알고자 하며 적극적으로 배우고자 하는 학생인가?(자기주도적 학습 경험에서 나타나는 지적 호기심과 탐구 의지, 깊이 있는 배움에 대한 열의, 
학업수행 과정에서의 적극성 및 진취성, 진로탐색의지 등의 학업 태도) 
3. 학업외소양 - 바른 인성과 공동체 의식을 지니고 나눔을 실천할 수 있는 학생인가?(학교생활을 통해 드러난 개인의 품성뿐만 아니라 리더십, 공동체 의식, 책임감, 
사회 구성원으로서의 기여 가능성 등을 평가)","ㆍ학교 교육과정을 성실히 이수하고 학업역량이 우수한 학생
ㆍ학교생활에서 적극적이고 진취적인 태도를 보인 학생
ㆍ글로벌 리더로 성장할 수 있는 자질을 지닌 학생
ㆍ다양한 교육적, 사회적, 문화적 배경과 경험을 지닌 학생
ㆍ사회적 약자에 대한 배려심과 공동체 의식을 가진 학생"
서울,서울대,일반(치의예),치의예,25,단계,"1단계(2배수) : 서류 100
2단계 : 1단계 100+면접 및 구술고사100(학석사통합)",수능후,11.14.(금),11.21.(금)~22.(토),제시문,,없음,33.3,33.3,33.3,"학업역량/학업태도/학업외 소양
1. 학업역량 - 폭넓은 지식을 깊이 있게 갖추고 활용할 수 있는 학생인가?(주어진 여건에서 교과 및 학업 관련 활동의 성취수준과 논리적 사고력, 과제수행 능력 등의 
역량)
2. 학업태도 - 스스로 알고자 하며 적극적으로 배우고자 하는 학생인가?(자기주도적 학습 경험에서 나타나는 지적 호기심과 탐구 의지, 깊이 있는 배움에 대한 열의, 
학업수행 과정에서의 적극성 및 진취성, 진로탐색의지 등의 학업 태도) 
3. 학업외소양 - 바른 인성과 공동체 의식을 지니고 나눔을 실천할 수 있는 학생인가?(학교생활을 통해 드러난 개인의 품성뿐만 아니라 리더십, 공동체 의식, 책임감, 
사회 구성원으로서의 기여 가능성 등을 평가)","ㆍ학교 교육과정을 성실히 이수하고 학업역량이 우수한 학생
ㆍ학교생활에서 적극적이고 진취적인 태도를 보인 학생
ㆍ글로벌 리더로 성장할 수 있는 자질을 지닌 학생
ㆍ다양한 교육적, 사회적, 문화적 배경과 경험을 지닌 학생
ㆍ사회적 약자에 대한 배려심과 공동체 의식을 가진 학생"
서울,서울시립대,학생부종합Ⅰ,,433,단계,"1단계(3배수) : 서류 100
2단계 : 1단계50 + 면접50",수능후,11.14.(금),"11.22.(토,자연),~23.(일,인문)",서류,,없음,35,40,25,학업역량(35)+잠재역량(40)+사회역량(25),"끊임없이 탐구하는 전공역량을 갖춘 인재, 도전하고 혁신하는 창의역량을 갖춘 인재, 배려하고 공감하는 소통역량을 갖춘 인재"
서울,서울시립대,학생부종합Ⅱ,,80,일괄,서류 100,,,,,,없음,30,50,20,학업역량(30)+잠재역량(50)+사회역량(20),"끊임없이 탐구하는 전공역량을 갖춘 인재, 도전하고 혁신하는 창의역량을 갖춘 인재, 배려하고 공감하는 소통역량을 갖춘 인재"
경기,서울신학대,H+인재,,91,단계,"1단계(4배수) : 서류 100
2단계 : 1단계60 + 면접40",수능전,10.23.(목),10.25.(토),서류,,없음,20,60,20,기초학업능력(20)+전공적합성(30)+성장가능성(30)+인성(20),"H+미래인재(겸손한 지도자, 스마트한 전문인, 환대하는 세계인)"
서울,서울여대,바롬인재면접,,210,단계,"1단계(5배수) : 서류 100
2단계 : 학생부50 + 면접50",수능후,11.26.(수),11.29.(토),서류,,없음,35,40,25,학업역량(35)+진로역량(40)+공동체역량(25),"감성적 인지력을 갖춘 전문 인재, 개방적 태도와 수평적 협력을 실천하는 인재, 공동체 정신의 사회적 확장을 선도하는 인재"
서울,서울여대,바롬인재서류,,184,일괄,서류 100,,,,,,없음,40,35,25,학업역량(40)+진로역량(35)+공동체역량(25),"감성적 인지력을 갖춘 전문 인재, 개방적 태도와 수평적 협력을 실천하는 인재, 공동체 정신의 사회적 확장을 선도하는 인재"
충남,선문대,학생부종합(서류),,320,일괄,서류 100,,,,,,없음,20,40,40,학업역량(20)+진로역량(40)+공동체역량(40),"진리를 탐구하고 실천하는 인격자, 심정문화를 이룩하는 세계시민, 창의력으로 사회에 봉사하는 전문인"
서울,성공회대,열린인재,,198,일괄,학생부60 + 면접40,수능전,없음(면접있음.),10.25.(토),서류,,없음,35,25,40,학업수행능력(35)+자기주도성(25)+공동체역량(25)+성실성(15),"인권, 평화, 생태, 민주의 가치를 중심으로 대안을 모색하고 연대 및 실천할 수 있는 시민"
"서울
경기",성균관대,면접형-성균인재(의예),의예,20,단계,"1단계(4배수) : 서류 100
2단계 : 1단계 70 +  면접30",수능후,11.25.(화),11.30.(일),서류,,없음,40,40,20,"1. 학업역량40 - 학업수월성(20)+학업충실성(20)
2. 탐구역량40 - 탐구확장성(20)+탐구주도성(20)
3. 잠재역량20 - 미래성장성(10)+공동체의식(10)","수기치인(修己治人)의 건학이념과 인의예지(仁義禮智)의 교시를 바탕으로 국가와 인류사회에 이바지할 지도적인재 육성, 국가와 인류사회에 기여하는 지도적 인재양성"
"서울
경기",성균관대,면접형-성균인재(자유),,144,단계,"1단계(5배수) : 서류 100
2단계 : 1단계 70 +  면접30/자유전공계열과 글로벌융합학부",수능후,11.25.(화),11.30.(일),서류,,없음,40,40,20,"1. 학업역량40 - 학업수월성(20)+학업충실성(20)
2. 탐구역량40 - 탐구확장성(20)+탐구주도성(20)
3. 잠재역량20 - 미래성장성(10)+공동체의식(10)","수기치인(修己治人)의 건학이념과 인의예지(仁義禮智)의 교시를 바탕으로 국가와 인류사회에 이바지할 지도적인재 육성, 국가와 인류사회에 기여하는 지도적 인재양성"
"서울
경기",성균관대,융합형,,315,일괄,서류 100,,,,,,없음,40,40,20,"1. 학업역량40 - 학업수월성(20)+학업충실성(20)
2. 탐구역량40 - 탐구확장성(20)+탐구주도성(20)
3. 잠재역량20 - 미래성장성(10)+공동체의식(10)","수기치인(修己治人)의 건학이념과 인의예지(仁義禮智)의 교시를 바탕으로 국가와 인류사회에 이바지할 지도적인재 육성, 국가와 인류사회에 기여하는 지도적 인재양성"
"서울
경기",성균관대,탐구형,,376,일괄,서류 100,,,,,,없음,40,40,20,"1. 학업역량40 - 학업수월성(20)+학업충실성(20)
2. 탐구역량40 - 탐구확장성(20)+탐구주도성(20)
3. 잠재역량20 - 미래성장성(10)+공동체의식(10)","수기치인(修己治人)의 건학이념과 인의예지(仁義禮智)의 교시를 바탕으로 국가와 인류사회에 이바지할 지도적인재 육성, 국가와 인류사회에 기여하는 지도적 인재양성"
"서울
경기",성균관대,탐구형(약학),약학,30,일괄,서류 100,,,,,,없음,40,40,20,"1. 학업역량40 - 학업수월성(20)+학업충실성(20)
2. 탐구역량40 - 탐구확장성(20)+탐구주도성(20)
3. 잠재역량20 - 미래성장성(10)+공동체의식(10)","수기치인(修己治人)의 건학이념과 인의예지(仁義禮智)의 교시를 바탕으로 국가와 인류사회에 이바지할 지도적인재 육성, 국가와 인류사회에 기여하는 지도적 인재양성"
"서울
경기",성균관대,면접형-성균인재(사범등),,72,단계,"1단계(3배수) : 서류 100
2단계 : 1단계 70 +  면접30/사범계열",수능전,10.28.(화),"11.01.(토,스포츠)~02.(일,사범)",서류,,없음,40,40,20,"1. 학업역량40 - 학업수월성(20)+학업충실성(20)
2. 탐구역량40 - 탐구확장성(20)+탐구주도성(20)
3. 잠재역량20 - 미래성장성(10)+공동체의식(10)","수기치인(修己治人)의 건학이념과 인의예지(仁義禮智)의 교시를 바탕으로 국가와 인류사회에 이바지할 지도적인재 육성, 국가와 인류사회에 기여하는 지도적 인재양성"
"서울
경기",성균관대,면접형-과학인재,,155,단계,"1단계(7배수) : 서류 100
2단계 : 1단계 70 +  면접30",수능전,10.21.(화),10.26.(일),제시문,,없음,40,40,20,"1. 학업역량40 - 학업수월성(20)+학업충실성(20)
2. 탐구역량40 - 탐구확장성(20)+탐구주도성(20)
3. 잠재역량20 - 미래성장성(10)+공동체의식(10)","수기치인(修己治人)의 건학이념과 인의예지(仁義禮智)의 교시를 바탕으로 국가와 인류사회에 이바지할 지도적인재 육성, 국가와 인류사회에 기여하는 지도적 인재양성"
서울,성신여대,자기주도인재,,660,단계,"1단계(3배수) : 서류 100
2단계 : 1단계60 + 면접40",수능후,11.07.(금),"11.15.(토)~16.(일)-인문, 11.22.(토)~23.(일)-자연(예상)",서류,,없음,30,50,20,학업역량(30)+진로역량(50)+공동체역량(20),인성·지성·감성으로 미래를 이끄는 성신인
충북,세명대,SMU의료인재,,26,일괄,서류 100,,,,,,없음,30,40,30,학업역량(30)+진로역량(40)+공동체역량(30),"위세광명인(도전, 성장, 자립하는 CHARM 역량을 갖춘 인재)"
충북,세명대,SMU의료인재(한의예),한의예,5,일괄,서류 100,,,,,3합6,"한의예 : 국,수(미/기),영 합 6(탐구 미반영)/단, 영역별 3이내",30,40,30,학업역량(30)+진로역량(40)+공동체역량(30),"위세광명인(도전, 성장, 자립하는 CHARM 역량을 갖춘 인재)"
서울,세종대,세종창의인재(면접형),,338,단계,"1단계(3~4배수) : 서류 100
2단계 : 1단계60 + 면접40",수능후,11.07.(금),"11.15.(토,창의소프트)~16.(일,인문/자연)",서류,,없음,25,65,10,학업역량(25)+진로역량(45)+창의융합역량(20)+공동체역량(10),창의적인 사고로 도전하고 세상과 소통하며 나누는 세종형 인재
서울,세종대,세종창의인재(서류형),,200,일괄,서류 100,,,,,,없음,45,45,10,학업역량(45)+진로역량(25)+창의융합역량(20)+공동체역량(10),창의적인 사고로 도전하고 세상과 소통하며 나누는 세종형 인재
서울,세종대,학생부종합(사이버국방),,18,단계,"1단계 : 서류평가 100% [3배수]
 2단계 : 1단계 80%+면접 10% + 체력검정 10%+육군전형(합/불)",수능후,10.24.(금),11.15.(토),서류,,없음,25,65,10,학업역량(25)+진로역량(45)+창의융합역량(20)+공동체역량(10),창의적인 사고로 도전하고 세상과 소통하며 나누는 세종형 인재
서울,세종대,학생부종합(국방AI융합시스템),,32,단계,"1단계 : 서류평가 100% [3배수]
 2단계 : 1단계 80%+면접 10% + 체력검정 10%+해군전형(합/불)",수능후,10.24.(금),11.15.(토),서류,,없음,25,65,10,학업역량(25)+진로역량(45)+창의융합역량(20)+공동체역량(10),창의적인 사고로 도전하고 세상과 소통하며 나누는 세종형 인재
서울,세종대,학생부종합(국방AI로봇융합),,24,단계,"1단계 : 서류평가 100% [3배수]
 2단계 : 1단계 80%+면접 10%(해병대주관 P/F)+체력검정 10% + 해병대전형(합/불)",수능후,10.24.(금),11.15.(토),서류,,없음,25,65,10,학업역량(25)+진로역량(45)+창의융합역량(20)+공동체역량(10),창의적인 사고로 도전하고 세상과 소통하며 나누는 세종형 인재
서울,숙명여대,숙명인재(면접형),,371,단계,"1단계(3배수) : 서류 100
2단계 : 1단계60 + 면접40",수능후,11.13.(목),11.22(토)~23(일),서류,,없음,35,45,20,탐구역량(35)+진로역량(45)+공동체의식과 협업능력(20),지덕체를 갖춘 미래형 글로벌인재
서울,숙명여대,"숙명인재(면접형,약학)",약학,20,단계,"1단계(3배수) : 서류 100
2단계 : 1단계60 + 면접40",수능후,11.13.(목),11.22(토)~23(일),서류,,없음,35,45,20,탐구역량(35)+진로역량(45)+공동체의식과 협업능력(20),지덕체를 갖춘 미래형 글로벌인재
서울,숙명여대,소프트웨어인재,,44,단계,"1단계(3배수) : 서류 100
2단계 : 1단계60 + 면접40",수능후,11.13.(목),11.22(토),,,없음,45,40,15,탐구역량(45)+진로역량(40)+공동체의식과 협업능력(15),지덕체를 갖춘 미래형 글로벌인재
충남,순천향대,일반학생,의예,567,일괄,서류 100,,,,,,없음,40,40,20,학업역량(40)+진로역량(40)+공동체역량(20),"소통하는 공감인재, 융합하는 창의인재, 공헌하는 글로벌인재"
서울,숭실대,SSU미래인재,,650,단계,"1단계(3배수) : 서류 100
2단계 : 1단계50 + 면접50",수능후,11.24.(월),11.28.(금),서류,,없음,20,50,30,학업역량(20)+진로(활동)역량(50)+숭실(잠재)역량(30),"미래를 선도하는 품격 있는 글로벌 창의 리더(창조적 지식인, 균형적 교양인, 혁신적 세계인)"
부산,신라대,학생부종합Ⅰ,,148,일괄,서류 100,,,,,,없음,33.3,33.3,33.3,학업역량+진로역량+공동체역량,"글로벌 지성인, 창의적 전문인, 도전적 감성인"
부산,신라대,학생부종합Ⅱ,,37,일괄,학생부70 + 면접30,,,,,,없음,33.3,33.3,33.3,학업역량+진로역량+공동체역량,"글로벌 지성인, 창의적 전문인, 도전적 감성인"
경기,신한대,신한국인전형,,106,일괄,서류 100,,,,,,없음,33.3,33.3,33.3,"기초학습능력, 인성, 전공적합성","사명인, 세계인, 실용인, 학습인"
경기,아주대,ACE,,500,단계,"1단계(3배수) : 서류 100
2단계 : 1단계70 + 면접30",수능후,11.11.(화),"11.16.(일,공과,첨단),22.(토,소프트,자연과학,간호)~23.(일,경영,인문,사회과학)",서류,,없음,37,35,28,학업역량(37)+진로역량(35)+공동체역량(28),변화와 혁신을 선도하는 다산(茶山)형 인재
경기,아주대,ACE(약학),약학,15,단계,"1단계(3배수) : 서류 100(의약)
2단계 : 1단계70 + 면접30",수능후,12.06.(토),12.08.(월),서류,3합5,"약학 : 국,수,영,탐(2) 중 3개 합 5",37,35,28,학업역량(37)+진로역량(35)+공동체역량(28),변화와 혁신을 선도하는 다산(茶山)형 인재
경기,아주대,ACE(의학),의예,17,단계,"1단계(3배수) : 서류 100(의약)
2단계 : 1단계70 + 면접30",수능후,12.06.(토),12.08.(월),서류,4합6,"의학과 : 국,수,영,탐(2) 4개 합 6",37,35,28,학업역량(37)+진로역량(35)+공동체역량(28),변화와 혁신을 선도하는 다산(茶山)형 인재
경기,아주대,첨단융합인재,,208,단계,"1단계(3배수) : 서류 100
2단계 : 1단계70 + 면접30",수능후,11.11.(화),11.15.(토),서류,,없음,40,45,15,학업역량(40)+진로역량(45)+공동체역량(15),변화와 혁신을 선도하는 다산(茶山)형 인재
경기,아주대,국방IT우수인재1,,23,단계,"(1단계)서류평가100(3배수)
 (2단계)1단계70+면접30+신체검사, 체력검정, 신원조회(P/F)",수능후,11.11.(화),11.21.(금),서류,,없음,40,45,15,학업역량(40)+진로역량(45)+공동체역량(15),변화와 혁신을 선도하는 다산(茶山)형 인재
경기,안양대,아리학생부종합Ⅰ,,57,단계,"1단계(6배수) : 서류 100
2단계 : 1단계70 + 면접30",수능전,10.17.(금),10.25.(토),서류,,없음,33.3,33.3,33.3,학업역량 + 진로역량 + 공동체역량,"실천인재, 인성인재, 창의인재"
경기,안양대,아리학생부종합Ⅱ,,123,일괄,서류 100,,,,,,없음,33.3,33.3,33.3,학업역량 + 진로역량 + 공동체역량,"실천인재, 인성인재, 창의인재"
서울,연세대,활동우수형,,729,단계,"1단계(4배수) : 서류 100
2단계 : 1단계 60 +  면접40",수능후,11.10.(월),"11.15.(토,인문)~16.(일,자연)",제시문,3합7~8,"인문 : 국,수,탐1,탐2 중 1개 포함하여 2개 합 4
자연 : 국,수(미/기),과탐1,과탐2 중 수학포함 2개 합 5
* 공통 : 영어3, 한국사4",35,35,30,"1. 학업역량/진로역량/공동체역량
2. 종합평가Ⅰ(70%-학업역량과 진로역량을 토대로 학업적 발전 가능성 측면에 대한 평가)+종합평가Ⅱ(30%-공동체역량을 바탕으로 사회적 발전 가능성 측면에 대한 평가)","세상의 틀을 깨는 도전으로 선한 영향력을 나누는 인재(믿음과 신뢰, 도전과 개척, 섬김과 헌신)"
서울,연세대,활동우수형(의예),의예,45,단계,"1단계(4배수) : 서류 100
2단계 : 1단계 60 +  면접40",수능후,11.10.(월),11.16.(일),제시문,2합2(3합5),"의예/치의예/약학 : 국,수(미/기),과1,과2 중 1등급 2개(국 또는 수포함),영어3, 한국사4",35,35,30,"1. 학업역량/진로역량/공동체역량
2. 종합평가Ⅰ(70%-학업역량과 진로역량을 토대로 학업적 발전 가능성 측면에 대한 평가)+종합평가Ⅱ(30%-공동체역량을 바탕으로 사회적 발전 가능성 측면에 대한 평가)","세상의 틀을 깨는 도전으로 선한 영향력을 나누는 인재(믿음과 신뢰, 도전과 개척, 섬김과 헌신)"
서울,연세대,활동우수형(치의예),치의예,12,단계,"1단계(4배수) : 서류 100
2단계 : 1단계 60 +  면접40",수능후,11.10.(월),11.16.(일),제시문,2합2(3합5),"의예/치의예/약학 : 국,수(미/기),과1,과2 중 1등급 2개(국 또는 수포함),영어3, 한국사4",35,35,30,"1. 학업역량/진로역량/공동체역량
2. 종합평가Ⅰ(70%-학업역량과 진로역량을 토대로 학업적 발전 가능성 측면에 대한 평가)+종합평가Ⅱ(30%-공동체역량을 바탕으로 사회적 발전 가능성 측면에 대한 평가)","세상의 틀을 깨는 도전으로 선한 영향력을 나누는 인재(믿음과 신뢰, 도전과 개척, 섬김과 헌신)"
인천,연세대,활동우수형(약학),약학,7,단계,"1단계(4배수) : 서류 100
2단계 : 1단계 60 +  면접40",수능후,11.10.(월),11.16.(일),제시문,2합2(3합5),"의예/치의예/약학 : 국,수(미/기),과1,과2 중 1등급 2개(국 또는 수포함),영어3, 한국사4",35,35,30,"1. 학업역량/진로역량/공동체역량
2. 종합평가Ⅰ(70%-학업역량과 진로역량을 토대로 학업적 발전 가능성 측면에 대한 평가)+종합평가Ⅱ(30%-공동체역량을 바탕으로 사회적 발전 가능성 측면에 대한 평가)","세상의 틀을 깨는 도전으로 선한 영향력을 나누는 인재(믿음과 신뢰, 도전과 개척, 섬김과 헌신)"
인천,연세대,국제형-국내고,,160,단계,"1단계(4배수) : 서류 100
2단계 : 1단계 60 +  면접40",수능후,11.17.(월),11.22.(토),제시문,2합5,"국,수,탐1,탐2 중 국,수 중 1개 포함 2개 합 5, 영2, 한4",35,35,30,"1. 학업역량/진로역량/공동체역량
2. 종합평가Ⅰ(70%-학업역량과 진로역량을 토대로 학업적 발전 가능성 측면에 대한 평가)+종합평가Ⅱ(30%-공동체역량을 바탕으로 사회적 발전 가능성 측면에 대한 평가)","세상의 틀을 깨는 도전으로 선한 영향력을 나누는 인재(믿음과 신뢰, 도전과 개척, 섬김과 헌신)"
강원,연세대(미래),학교생활우수자,,298,단계,"1단계(3.5배수) : 서류 100
2단계 : 1단계70 + 면접30",수능전,10.28.(화),11.01.(토),서류,,없음,30,50,20,학업역량(30)+발전역량(50)+공동체역량(20),"세상의 틀을 깨는 도전으로 선한 영향력을 나누는 인재(믿음과 신뢰, 도전과 개척, 섬김과 헌신)"
강원,연세대(미래),글로벌인재,,46,단계,"1단계(3.5배수) : 서류 100(동아시아국제학부)
2단계 : 1단계70 + 면접30",수능전,10.28.(화),11.01.(토),서류,,없음,30,50,20,학업역량(30)+발전역량(50)+공동체역량(20),"세상의 틀을 깨는 도전으로 선한 영향력을 나누는 인재(믿음과 신뢰, 도전과 개척, 섬김과 헌신)"
강원,연세대(미래),학교생활우수자(의예),의예,15,단계,"1단계(6배수) : 서류 100(의예)
2단계 : 1단계70 + 면접30",수능후,11.25.(화),11.29.(토),서류,4합5,"의예 : 국,수(미/기),영,과탐1,과탐2 중 4개 합 5, 단, 영어2이내, 한4이내",30,50,20,학업역량(30)+발전역량(50)+공동체역량(20),"세상의 틀을 깨는 도전으로 선한 영향력을 나누는 인재(믿음과 신뢰, 도전과 개척, 섬김과 헌신)"
경북,영남대,잠재능력우수자,,950,일괄,서류 100,,,,,,없음,30,50,20,학업역량(30)+잠재역량(50)+공동체역량(20),"경계를 허물고 지식과 경험을 연결, 통섭하는 창의혁신인재"
대전,우송대,서류형,,171,일괄,서류 100,,,,,,없음,33,40,27,학업역량(33)+전공적합성(40)+인성(27),"창의융합인재, 글로컬인재, 4.0 IR 新실용인재"
대전,우송대,면접형,,155,단계,"1단계(5배수) : 서류 100
2단계 : 1단계70 + 면접30",수능전,10.16.(목),10.20.(월)~21.(화),서류,,없음,33,40,27,학업역량(33)+전공적합성(40)+인성(27),"창의융합인재, 글로컬인재, 4.0 IR 新실용인재"
울산,울산대,잠재역량,,420,단계,"1단계(4배수) : 학생부100
2단계 : 1단계50+면접50",수능후,11.14.(금),11.29.(토),서류,,없음,33.3,33.3,33.3,학업+진로+공동체역량,"지역과 함께 세계로 도전하는 창의적 실용인재(창조적 탐구인, 자주적 지성인, 유능한 직능인)"
