대학명,모집단위,유형,전형명,기준,컷70,연도,모집인원27,경쟁률26
가톨릭대(성심),영어영문학부,교과,학생부교과(지역균형전형),70%컷(최종),3.05,2026,6,5.2
가톨릭대(성심),일어일본문화학과,교과,학생부교과(지역균형전형),70%컷(최종),2.58,2026,5,11.4
가톨릭대(성심),중국언어문화학과,교과,학생부교과(지역균형전형),70%컷(최종),2.88,2026,5,8.6
가톨릭대(성심),철학과,교과,학생부교과(지역균형전형),70%컷(최종),2.51,2026,5,6.4
가톨릭대(성심),특수교육과,교과,학생부교과(지역균형전형),70%컷(최종),2.91,2026,10,5.17
가톨릭대(성심),프랑스어문화학과,교과,학생부교과(지역균형전형),70%컷(최종),2.83,2026,5,11.6
가톨릭대(성심),행정학과,교과,학생부교과(지역균형전형),70%컷(최종),2.74,2026,5,6.2
가톨릭대(성심),회계학과,교과,학생부교과(지역균형전형),70%컷(최종),2.67,2026,5,5.4
가톨릭대(성심),AI의공학과,교과,학생부교과(지역균형전형),70%컷(최종),3.06,2026,5,5.5
가톨릭대(성심),공간디자인·소비자학과,교과,학생부교과(지역균형전형),70%컷(최종),2.71,2026,5,10
가톨릭대(성심),데이터사이언스학과,교과,학생부교과(지역균형전형),70%컷(최종),2.74,2026,8,5.4
가톨릭대(성심),물리학과,교과,학생부교과(지역균형전형),70%컷(최종),2.65,2026,5,7
가톨릭대(성심),미디어기술콘텐츠학과,교과,학생부교과(지역균형전형),70%컷(최종),2.93,2026,5,5
가톨릭대(성심),바이오로직스공학부,교과,학생부교과(지역균형전형),70%컷(최종),2.67,2026,6,6.57
가톨릭대(성심),바이오메디컬소프트웨어학과,교과,학생부교과(지역균형전형),70%컷(최종),2.63,2026,7,7.4
가톨릭대(성심),바이오메디컬화학공학과,교과,학생부교과(지역균형전형),70%컷(최종),2.29,2026,5,4.4
가톨릭대(성심),생명공학과,교과,학생부교과(지역균형전형),70%컷(최종),3.52,2026,5,5.6
가톨릭대(성심),수학과,교과,학생부교과(지역균형전형),70%컷(최종),2.55,2026,5,12
가톨릭대(성심),식품영양학과,교과,학생부교과(지역균형전형),70%컷(최종),2.6,2026,5,7.6
가톨릭대(성심),약학과,교과,학생부교과(지역균형전형),70%컷(최종),1.13,2026,4,6.25
가톨릭대(성심),에너지환경공학과,교과,학생부교과(지역균형전형),70%컷(최종),2.49,2026,5,8.6
가톨릭대(성심),의류학과,교과,학생부교과(지역균형전형),70%컷(최종),2.68,2026,5,8.8
가톨릭대(성심),의생명과학과,교과,학생부교과(지역균형전형),70%컷(최종),3.15,2026,8,5.4
가톨릭대(성심),인공지능학과,교과,학생부교과(지역균형전형),70%컷(최종),2.75,2026,9,9.8
가톨릭대(성심),정보통신전자공학부,교과,학생부교과(지역균형전형),70%컷(최종),2.58,2026,6,5.2
가톨릭대(성심),컴퓨터정보공학부,교과,학생부교과(지역균형전형),70%컷(최종),3.84,2026,6,5
가톨릭대(성심),화학과,교과,학생부교과(지역균형전형),70%컷(최종),2.46,2026,5,5.6
가톨릭대(성심),[유형1] 자유전공학부,교과,학생부교과(지역균형전형),70%컷(최종),2.62,2026,5,6.27
가톨릭대(성심),[유형2] 인문사회계열,교과,학생부교과(지역균형전형),70%컷(최종),2.68,2026,15,8.5
가톨릭대(성심),[유형2] 자연공학계열,교과,학생부교과(지역균형전형),70%컷(최종),2.58,2026,10,5.15
가톨릭대(성심),경영학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),3.77,2026,9,39.22
가톨릭대(성심),경제학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),3.38,2026,6,22.67
가톨릭대(성심),국사학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),3.52,2026,6,24.33
가톨릭대(성심),국어국문학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),3.47,2026,5,17.4
가톨릭대(성심),국제학부,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),4.04,2026,10,22.6
가톨릭대(성심),법학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),3.07,2026,5,29.6
가톨릭대(성심),사회복지학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),3.17,2026,6,20.33
가톨릭대(성심),사회학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),3.03,2026,5,26
가톨릭대(성심),심리학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),2.76,2026,8,27.13
가톨릭대(성심),아동학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),3.67,2026,5,14.2
가톨릭대(성심),영어영문학부,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),4.2,2026,10,21.5
가톨릭대(성심),일어일본문화학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),5.88,2026,6,34.17
가톨릭대(성심),중국언어문화학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),5.44,2026,6,19.67
가톨릭대(성심),철학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),4.82,2026,5,25.4
가톨릭대(성심),특수교육과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),3.79,2026,10,8.5
가톨릭대(성심),행정학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),3.03,2026,5,15.2
가톨릭대(성심),회계학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),3.29,2026,9,11.22
가톨릭대(성심),공간디자인·소비자학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),3.53,2026,5,21.6
가톨릭대(성심),데이터사이언스학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),3.75,2026,10,16.4
가톨릭대(성심),물리학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),3.5,2026,6,13
가톨릭대(성심),미디어기술콘텐츠학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),3.31,2026,6,38.17
가톨릭대(성심),바이오메디컬소프트웨어학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),3.12,2026,6,17.2
가톨릭대(성심),바이오메디컬화학공학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),2.74,2026,9,20.56
가톨릭대(성심),생명공학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),2.74,2026,6,29.67
가톨릭대(성심),수학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),3.74,2026,6,11.5
가톨릭대(성심),식품영양학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),3.41,2026,5,37.2
가톨릭대(성심),에너지환경공학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),2.8,2026,6,30.5
가톨릭대(성심),의류학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),3.47,2026,5,29.8
가톨릭대(성심),의생명과학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),2.63,2026,10,38.33
가톨릭대(성심),인공지능학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),3.54,2026,10,17.83
가톨릭대(성심),정보통신전자공학부,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),3.26,2026,10,13.8
가톨릭대(성심),컴퓨터정보공학부,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),4.06,2026,10,17.9
가톨릭대(성심),화학과,종합,학생부종합(잠재능력우수자면접전형),70%컷(최종),3.05,2026,6,31.33
가톨릭대(성심),경영학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),3.25,2026,9,18.22
가톨릭대(성심),경제학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),3.09,2026,5,14.8
가톨릭대(성심),국사학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),3.25,2026,4,21.5
가톨릭대(성심),국어국문학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),3.36,2026,4,12.5
가톨릭대(성심),국제학부,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),4.03,2026,9,14.25
가톨릭대(성심),법학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),2.95,2026,4,19.5
가톨릭대(성심),사회복지학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),3.22,2026,5,10.6
가톨릭대(성심),사회학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),2.8,2026,5,12.8
가톨릭대(성심),심리학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),2.38,2026,8,17.5
가톨릭대(성심),아동학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),3.05,2026,4,12
가톨릭대(성심),영어영문학부,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),4.91,2026,10,18.91
가톨릭대(성심),일어일본문화학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),5.58,2026,5,45.8
가톨릭대(성심),중국언어문화학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),4.93,2026,5,23.4
가톨릭대(성심),철학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),2.83,2026,4,13.75
가톨릭대(성심),프랑스어문화학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),4.24,2026,9,13.67
가톨릭대(성심),행정학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),3.16,2026,4,11.5
가톨릭대(성심),회계학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),3.24,2026,9,8.67
가톨릭대(성심),AI의공학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),2.91,2026,6,10.56
가톨릭대(성심),공간디자인·소비자학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),3.28,2026,5,12.2
가톨릭대(성심),데이터사이언스학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),3.51,2026,8,10.33
가톨릭대(성심),물리학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),3.09,2026,5,10.6
가톨릭대(성심),미디어기술콘텐츠학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),3.01,2026,6,28.5
가톨릭대(성심),바이오로직스공학부,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),2.53,2026,8,14.36
가톨릭대(성심),바이오메디컬소프트웨어학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),2.68,2026,5,10.5
가톨릭대(성심),바이오메디컬화학공학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),2.56,2026,8,12.75
가톨릭대(성심),생명공학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),2.56,2026,7,13.86
가톨릭대(성심),수학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),2.94,2026,5,9
가톨릭대(성심),식품영양학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),3.41,2026,5,23.6
가톨릭대(성심),에너지환경공학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),3.11,2026,5,15.2
가톨릭대(성심),의류학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),3.45,2026,5,15.4
가톨릭대(성심),의생명과학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),2.64,2026,8,26
가톨릭대(성심),인공지능학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),3.45,2026,10,12.67
가톨릭대(성심),정보통신전자공학부,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),3,2026,10,9.55
가톨릭대(성심),컴퓨터정보공학부,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),3.23,2026,10,15.09
가톨릭대(성심),화학과,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),3.19,2026,5,16.6
가톨릭대(성심),[유형2] 인문사회계열,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),5.08,2026,10,26.21
가톨릭대(성심),[유형2] 자연공학계열,종합,학생부종합(잠재능력우수자서류전형),70%컷(최종),2.95,2026,9,19.22
가톨릭대(성심),약학과,종합,학생부종합(학교장추천전형),70%컷(최종),1.67,2026,9,29.88
가톨릭대(성의),간호학과,논술,논술(논술전형),최저(최종),5.91,2025,18,24.78
가톨릭대(성의),의예과,논술,논술(논술전형),최저(최종),6.18,2025,19,120.58
가톨릭대(성의),간호학과,교과,학생부교과(지역균형전형),70%컷(최종),1.71,2026,14,8.5
가톨릭대(성의),의예과,교과,학생부교과(지역균형전형),70%컷(최종),1,2026,10,7.5
가톨릭대(성의),간호학과,종합,학생부종합(학교장추천전형),70%컷(최종),1.86,2026,16,18.19
가톨릭대(성의),의예과,종합,학생부종합(학교장추천전형),70%컷(최종),1.13,2026,25,14.92
감리교신학대,신학부,교과,학생부교과(검정고시출신자),70%컷(최종),7,2026,15,
감리교신학대,신학부,교과,학생부교과(일반전형),70%컷(최종),5.65,2026,87,1.4
감리교신학대,신학부,교과,학생부교과(추천자전형(담임교역자/교목/교사)),70%컷(최종),4.12,2024,25,1.92
강남대,글로벌문화콘텐츠대학,교과,학생부교과(지역균형전형),70%컷(최종),2.77,2026,22,13.09
강남대,법행정세무학부,교과,학생부교과(지역균형전형),70%컷(최종),3.05,2026,10,14.86
강남대,법행정세무학부(야),교과,학생부교과(지역균형전형),70%컷(최종),3.05,2026,15,16.6
강남대,복지융합대학,교과,학생부교과(지역균형전형),70%컷(최종),2.89,2026,14,15.71
강남대,사회복지학부(야),교과,학생부교과(지역균형전형),70%컷(최종),3.27,2026,10,17.6
강남대,상경학부,교과,학생부교과(지역균형전형),70%컷(최종),2.85,2026,19,15.79
강남대,상경학부(야),교과,학생부교과(지역균형전형),70%컷(최종),2.85,2026,23,18.44
강남대,부동산건설학부,교과,학생부교과(지역균형전형),70%컷(최종),3.23,2026,13,13
강남대,인공지능융합공학부,교과,학생부교과(지역균형전형),70%컷(최종),3.18,2026,16,13.31
강남대,전자반도체공학부,교과,학생부교과(지역균형전형),70%컷(최종),3.06,2026,16,19.46
강남대,컴퓨터공학부,교과,학생부교과(지역균형전형),70%컷(최종),3.13,2026,13,10.54
강남대,[유형1] 자유전공학부,교과,학생부교과(지역균형전형),70%컷(최종),2.86,2026,14,24.86
강남대,글로벌문화콘텐츠대학,종합,학생부종합(학교생활우수자전형Ⅰ),70%컷(최종),3.97,2026,37,19.36
강남대,법행정세무학부,종합,학생부종합(학교생활우수자전형Ⅰ),70%컷(최종),4.15,2026,14,14.2
강남대,법행정세무학부(야),종합,학생부종합(학교생활우수자전형Ⅰ),70%컷(최종),5.22,2025,19,5.65
강남대,복지융합대학,종합,학생부종합(학교생활우수자전형Ⅰ),70%컷(최종),4.05,2026,21,15.18
강남대,사회복지학부(야),종합,학생부종합(학교생활우수자전형Ⅰ),70%컷(최종),5.04,2026,11,10.17
