대학명,유형,전형명,1단계발표,논술일정,면접일정,합격발표,고사시기
DGIST(대구경북과학기술원),종합,학생부종합(과학인재전형),,,11.25(수)~11.27(금),12.18(금),수능후
DGIST(대구경북과학기술원),종합,학생부종합(일반전형),,,,12.18(금),
DGIST(대구경북과학기술원),종합,학생부종합(일반전형)(정원외),,,,12.18(금),
DGIST(대구경북과학기술원),종합,학생부종합(학교장추천전형),,,,12.18(금),
DGIST(대구경북과학기술원),종합,학생부종합(학교장추천전형)(정원외),,,,12.18(금),
GIST(광주과학기술원),종합,학생부종합(일반),,,,12월 18일(금)까지,추후 공지
GIST(광주과학기술원),종합,학생부종합(학교장추천),,,,12월 18일(금)까지,추후 공지
KAIST(한국과학기술원),종합,학생부종합(반도체시스템인재전형I),,,,12월 18일(금)까지,
KAIST(한국과학기술원),종합,학생부종합(반도체시스템인재전형II),,,,12월 18일(금)까지,추후 공지
KAIST(한국과학기술원),종합,학생부종합(일반),,,,12월 18일(금)까지,추후 공지
KAIST(한국과학기술원),종합,학생부종합(창의도전),,,,12월 18일(금)까지,
KAIST(한국과학기술원),종합,학생부종합(특기자),,,,12월 18일(금)까지,추후 공지
KAIST(한국과학기술원),종합,학생부종합(학교장추천),,,,12월 18일(금)까지,
KENTECH(한국에너지공과대학교),종합,학생부종합(일반전형),11.20(금),,11.30(월),12.11(금),수능후
POSTECH(포항공과대학교),종합,학생부종합(반도체공학인재전형)(정원외),11.20(금),,11.29(일),12.18(금),수능후
POSTECH(포항공과대학교),종합,학생부종합(일반전형Ⅰ),11.20(금),,11.28(토),12.18(금),수능후
POSTECH(포항공과대학교),종합,학생부종합(일반전형Ⅱ),11.20(금),,11.29(일),12.18(금),수능후
UNIST(울산과학기술원),종합,학생부종합(그릿인재전형),11.04(수),,11.08(일),12.18(금),수능전
UNIST(울산과학기술원),종합,학생부종합(일반전형),,,,12.18(금),
UNIST(울산과학기술원),종합,학생부종합(일반전형)(정원외),,,,12.18(금),
UNIST(울산과학기술원),종합,학생부종합(탐구우수전형),11.04(수),,11.07(토),12.18(금),수능전
UNIST(울산과학기술원),종합,학생부종합(지역인재전형),,,,12.18(금),
가야대,교과,학생부교과(가야인재전형),,,,10.30(금),
가야대,교과,학생부교과(일반전형),,,,10.30(금),
가야대,교과,학생부교과(지역인재전형),,,,10.30(금),
가천대(글로벌),논술,논술,,11.29(일),,12.18(금),수능후
가천대(글로벌),교과,학생부교과(지역균형),11.12(목),,12.05(토)~12.07(월),12.18(금),수능후
가천대(글로벌),교과,학생부교과(학생부우수자),,,,12.18(금),
가천대(글로벌),종합,학생부종합(가천바람개비),10.29(목),,10.31(토)~11.08(일),11.14(토),수능전
가천대(글로벌),종합,학생부종합(조기취업형 계약학과),10.29(목),,11.04(수)~11.05(목),11.14(토),수능전
가천대(메디컬),논술,논술,,11.29(일),,12.18(금),수능후
가천대(메디컬),교과,학생부교과(지역균형),11.12(목),,12.05(토)~12.07(월),12.18(금),수능후
가천대(메디컬),교과,학생부교과(학생부우수자),,,,12.18(금),
가천대(메디컬),종합,학생부종합(가천바람개비),10.29(목),,10.31(토)~11.08(일),11.14(토),수능전
가천대(메디컬),종합,학생부종합(가천의약학),12.09(수),,12.14(월)~12.15(화),12.18(금),수능후
가천대(메디컬),교과,학생부교과(지역의사선발),,,,12.18(금),
가톨릭관동대,교과,학생부교과(일반전형),,,,11.02(월),
가톨릭관동대,종합,학생부종합(일반전형),,,,11.02(월),
가톨릭관동대,교과,학생부교과(지역인재전형),,,,11.02(월),
가톨릭관동대,종합,학생부종합(지역의사선발전형),,,,12.17(목),
가톨릭관동대,종합,학생부종합(지역인재전형),,,,11.02(월),
가톨릭꽃동네대,교과,학생부교과(가톨릭지도자추천전형),,,10.23(금)~10.24(토),11.11(수),수능전
가톨릭꽃동네대,교과,학생부교과(일반학생전형),,,,11.11(수),
가톨릭꽃동네대,교과,학생부교과(휴먼리더면접전형),,,10.23(금)~10.24(토),11.11(수),수능전
가톨릭꽃동네대,교과,학생부교과(지역인재전형),,,10.23(금)~10.24(토),11.11(수),수능전
가톨릭대(성신),종합,학생부종합(잠재능력우수자면접전형),10.23(금),,10.30(금),11.27(금)~12.18(금),
가톨릭대(성심),논술,논술(논술전형),,10.11(일),,11.27(금)~12.18(금),수능전
가톨릭대(성심),교과,학생부교과(지역균형전형),,,,11.27(금)~12.18(금),
가톨릭대(성심),종합,학생부종합(잠재능력우수자면접전형),11.27(금),,12.5(토),11.27(금)~12.18(금),
가톨릭대(성심),종합,학생부종합(잠재능력우수자서류전형),,,,11.27(금)~12.18(금),
가톨릭대(성심),종합,학생부종합(학교장추천전형),11.27(금),,,11.27(금)~12.18(금),
가톨릭대(성의),논술,논술(논술전형),,10.11(일),,11.27(금)~12.18(금),수능전
가톨릭대(성의),교과,학생부교과(지역균형전형),,,,11.27(금)~12.18(금),
가톨릭대(성의),종합,학생부종합(학교장추천전형),11.27(금),,12.5(토),11.27(금)~12.18(금),
감리교신학대,교과,학생부교과(검정고시출신자),,,10.17(토),11.06(금),수능전
감리교신학대,교과,학생부교과(일반전형),,,10.16(금),11.06(금),수능전
감리교신학대,교과,학생부교과(추천자전형(담임교역자/교목/교사)),,,10.17(토),11.06(금),수능전
강남대,논술,논술(논술전형),,11.28(토),,12.18(금),수능후
강남대,교과,학생부교과(지역균형전형),,,,12.18(금),
강남대,종합,학생부종합(학교생활우수자전형Ⅰ),,,,12.18(금),
강남대,종합,학생부종합(학교생활우수자전형Ⅱ),10.30(금),,11.07(토)~11.08(일),12.18(금),수능전
강서대,교과,학생부교과(교과우수자전형),,,,11.13(금),
강서대,교과,학생부교과(일반학생전형),,,10.02(금),11.13(금),수능전
강원대,교과,학생부교과(일반교과전형),,,,12.18(금),
강원대,종합,학생부종합(미래인재면접전형),11.20(금),,11.27(금)~11.28(토),12.18(금),수능후
강원대,종합,학생부종합(미래인재서류전형),,,,12.18(금),
강원대,종합,학생부종합(영농창업인재전형),11.20(금),,11.27(금)~11.28(토),12.18(금),수능후
강원대,교과,학생부교과(지역교과전형),,,,12.18(금),
강원대,교과,학생부교과(지역의사선발전형),,,,12.18(금),
강원대,종합,학생부종합(지역인재면접전형),11.20(금),,11.27(금)~11.28(토),12.18(금),수능후
강원대(강릉),교과,학생부교과(일반교과Ⅰ전형),,,,12.18(금),
강원대(강릉),종합,학생부종합(미래인재면접Ⅰ전형),11.20(금),,11.27(금),12.18(금),수능후
강원대(강릉),종합,학생부종합(미래인재서류Ⅰ전형),,,,12.18(금),
강원대(강릉),교과,학생부교과(지역교과Ⅰ전형),,,,12.18(금),
강원대(강릉),종합,학생부종합(지역인재서류전형),,,,12.18(금),
강원대(도계),교과,학생부교과(일반교과전형),,,,12.18(금),
강원대(도계),종합,학생부종합(미래인재면접전형),11.20(금),,11.27(금)~11.28(토),12.18(금),수능후
강원대(도계),종합,학생부종합(미래인재서류전형),,,,12.18(금),
강원대(도계),교과,학생부교과(지역교과전형),,,,12.18(금),
강원대(삼척),교과,학생부교과(일반교과전형),,,,12.18(금),
강원대(삼척),종합,학생부종합(미래인재서류전형),,,,12.18(금),
강원대(삼척),종합,학생부종합(학·석사통합전형),,,,12.18(금),
강원대(삼척),교과,학생부교과(지역교과전형),,,,12.18(금),
강원대(원주),교과,학생부교과(일반교과Ⅰ전형),,,,12.18(금),
강원대(원주),종합,학생부종합(미래인재서류Ⅰ전형),,,,12.18(금),
강원대(원주),교과,학생부교과(지역교과Ⅰ전형),,,,12.18(금),
강원대(원주),종합,학생부종합(지역인재서류전형),,,,12.18(금),
건국대,논술,논술(KU논술우수자),,11.21(토),,12.18(금),수능후
건국대,교과,학생부교과(KU지역균형),,,,12.18(금),
건국대,종합,학생부종합(KU자기추천),11.20(금),,12.05(토)~12.06(일),12.18(금),수능후
건국대(글로컬),교과,학생부교과(교과우수),,,,12.17(목),
건국대(글로컬),종합,학생부종합(Cogito자기추천),11.19(목),,11.28(토)~11.29(일),12.17(목),수능후
건국대(글로컬),교과,학생부교과(지역의사제(광역권)),11.19(목),,11.28(토),12.17(목),수능후
건국대(글로컬),교과,학생부교과(지역의사제(진료권-제천권)),11.19(목),,11.28(토),12.17(목),수능후
건국대(글로컬),교과,학생부교과(지역의사제(진료권-청주권)),11.19(목),,11.28(토),12.17(목),수능후
건국대(글로컬),교과,학생부교과(지역의사제(진료권-충주권)),11.19(목),,11.28(토),12.17(목),수능후
건국대(글로컬),교과,학생부교과(지역인재(충북)),11.19(목),,11.28(토),12.17(목),수능후
건국대(글로컬),교과,학생부교과(지역인재),,,,12.17(목),
건국대(글로컬),종합,학생부종합(지역인재),,,,12.17(목),
건양대,교과,학생부교과(군사학전형),09.28(월),,10.15(목)~10.16(금),12.16(수),수능전
건양대,교과,학생부교과(일반[교과]),,,,10.26(월),
건양대,교과,학생부교과(일반[최저]),,,,12.16(수),
건양대,종합,학생부종합(학생부종합),,,,11.11(수),
건양대,교과,학생부교과(지역[교과]),,,,10.26(월),
건양대,교과,학생부교과(지역[면접]),10.12(월),,10.17(토),10.26(월),수능전
건양대,교과,학생부교과(지역[최저]),,,,12.16(수),
건양대,종합,학생부종합(지역의사),11.13(금),,11.28(토),12.16(수),수능후
경국대,교과,학생부교과(선수출신자전형),,,,11.06(금),
경국대,교과,학생부교과(일반학생전형),,,,11.06(금),
경국대,종합,학생부종합(바른인재전형),,,,11.06(금),
경국대,교과,학생부교과(지역인재전형),,,,11.06(금),
경기대,논술,논술(논술우수자전형),,11.27(금),,12.18(금),수능후
경기대,교과,학생부교과(교과성적우수자전형),,,,12.18(금),
경기대,교과,학생부교과(학교장추천전형),,,,11.20(금),
경기대,종합,학생부종합(KGU학생부종합전형),11.20(금),,11.29(일)~12.06(일),12.18(금),수능후
경기대,종합,학생부종합(SW우수자전형),11.20(금),,11.29(일),12.18(금),수능후
경기대(서울),논술,논술(논술우수자전형),,11.27(금),,12.18(금),수능후
경기대(서울),교과,학생부교과(교과성적우수자전형),,,,12.18(금),
경기대(서울),교과,학생부교과(학교장추천전형),,,,11.20(금),
경기대(서울),종합,학생부종합(KGU학생부종합전형),11.20(금),,11.29(일)~12.06(일),12.18(금),수능후
경남대,교과,학생부교과(군사학과전형),09.28(월),,10.15(목),12.16(수),수능전
경남대,교과,학생부교과(일반면접전형),09.28(월),,10.10(토),11.05(목),수능전
경남대,교과,학생부교과(일반전형),,,,11.05(목),
경남대,종합,학생부종합(일반전형),,,,11.05(목),
경남대,교과,학생부교과(지역인재전형),,,,11.05(목),
경동대(메디컬),교과,학생부교과(일반학생전형),,,,11.06(금),
경동대(메디컬),교과,학생부교과(자기추천제전형),,,10.17(토),11.06(금),수능전
경동대(메디컬),교과,학생부교과(지역인재전형),,,,11.06(금),
경동대(메트로폴),교과,학생부교과(일반학생전형),,,,11.06(금),
경동대(메트로폴),교과,학생부교과(자기추천제전형),,,10.16(금),11.06(금),수능전
경북대,논술,논술(논술(AAT)전형),,11.28(토),,12.18(금),수능후
경북대,교과,학생부교과(교과우수자전형),,,,12.18(금),
경북대,종합,학생부종합(SW특별전형),11.06(금),,11.21(토),12.18(금),수능후
경북대,종합,학생부종합(모바일과학인재전형),11.06(금),,11.21(토),12.18(금),수능후
경북대,종합,학생부종합(영농창업인재전형),11.06(금),,11.21(토),12.18(금),수능후
경북대,종합,학생부종합(일반학생전형),,,,12.18(금),
경북대,종합,학생부종합(장애인등대상자전형),11.06(금),,11.21(토),12.18(금),수능후
경북대,교과,학생부교과(지역인재전형),,,,12.18(금),
경북대,종합,학생부종합(지역의사선발전형),11.06(금),,11.21(토),12.18(금),수능후
경북대,종합,학생부종합(지역인재 학교장추천전형),11.06(금),,11.21(토),12.18(금),수능후
경북대,종합,학생부종합(지역인재전형),11.06(금),,11.21(토),12.18(금),수능후
경북대(상주),교과,학생부교과(교과우수자전형),,,,12.18(금),
경북대(상주),종합,학생부종합(영농창업인재전형),11.06(금),,11.21(토),12.18(금),수능후
경북대(상주),종합,학생부종합(일반학생전형),,,,12.18(금),
경북대(상주),종합,학생부종합(장애인등대상자전형),11.06(금),,11.21(토),12.18(금),수능후
경북대(상주),교과,학생부교과(지역인재전형),,,,12.18(금),
경상국립대(가좌),교과,학생부교과(일반전형),,,,12.18(금),
경상국립대(가좌),종합,학생부종합(일반전형-면접형),11.13(금),,11.25(수)~11.26(목),12.18(금),수능후
경상국립대(가좌),종합,학생부종합(일반전형-일괄형),,,,12.18(금),
경상국립대(가좌),교과,학생부교과(지역인재전형),,,,12.18(금),
경상국립대(가좌),종합,학생부종합(지역인재전형),,,,12.18(금),
경상국립대(칠암),교과,학생부교과(일반전형),,,,12.18(금),
경상국립대(칠암),종합,학생부종합(일반전형-면접형),11.13(금),,11.25(수)~11.26(목),12.18(금),수능후
경상국립대(칠암),종합,학생부종합(일반전형-일괄형),,,,12.18(금),
경상국립대(칠암),교과,학생부교과(지역인재전형),,,,12.18(금),
경상국립대(칠암),종합,학생부종합(지역의사선발전형),11.13(금),,11.25(수)~11.26(목),12.18(금),수능후
경상국립대(칠암),종합,학생부종합(지역인재전형),,,,12.18(금),
경상국립대(통영),교과,학생부교과(일반전형),,,,12.18(금),
경상국립대(통영),종합,학생부종합(일반전형-일괄형),,,,12.18(금),
경성대,교과,학생부교과(일반계고교과전형),,,,12.17(목),
경성대,종합,학생부종합(학교생활우수자전형),,,,12.17(목),
경성대,교과,학생부교과(지역인재전형),,,,12.17(목),
경성대,종합,학생부종합(지역인재Ⅱ전형),,,,12.17(목),
경운대,교과,학생부교과(교과면접전형),,,10.23(금)~10.24(토),11.06(금),수능전
경운대,교과,학생부교과(교과일반전형),,,,11.06(금),
경운대,종합,학생부종합(미래인재전형),,,,11.06(금),
경운대,종합,학생부종합(창의인재전형),,,,11.06(금),
경운대,교과,학생부교과(지역인재전형),,,,11.06(금),
경인교대,교과,학생부교과(학교장추천전형),,,09.21(월)~09.23(수),12.18(금),수능전
경인교대,종합,학생부종합(교직적성전형),,,09.21(월)~09.23(수),12.18(금),수능전
경일대,교과,학생부교과(면접전형),,,09.19(토),11.13(금),수능전
경일대,교과,학생부교과(일반전형),,,,11.13(금),
경일대,종합,학생부종합(조기취업형계약학과),,,10.13(화)~10.16(금),11.13(금),수능전
경일대,종합,학생부종합(조기취업형계약학과)(정원외),,,10.13(화)~10.16(금),11.13(금),수능전
경일대,종합,학생부종합(학생부종합전형),,,,11.13(금),
경일대,교과,학생부교과(지역인재교과전형),,,,11.13(금),
경희대,논술,논술(논술우수자전형),,11.21(토)~11.22(일),,12.18(금),수능후
경희대,교과,학생부교과(지역균형전형),,,,12.18(금),
경희대,종합,학생부종합(네오르네상스전형),11.25(수),,12.05(토)~12.06(일),12.18(금),수능후
경희대(국제),논술,논술(논술우수자전형),,11.21(토)~11.22(일),,12.18(금),수능후
경희대(국제),교과,학생부교과(지역균형전형),,,,12.18(금),
경희대(국제),종합,학생부종합(네오르네상스전형),11.25(수),,12.05(토)~12.06(일),12.18(금),수능후
계명대,교과,학생부교과(면접전형),11.14(토),,12.05(토),12.18(금),수능후
계명대,교과,학생부교과(일반전형),,,,12.18(금),
계명대,종합,학생부종합(일반전형),,,,11.14(토),
계명대,교과,학생부교과(지역의사광역전형),11.14(토),,12.05(토),12.18(금),수능후
계명대,교과,학생부교과(지역전형),,,,12.18(금),
계명대,종합,학생부종합(지역의사진료전형),11.14(토),,11.28(토),12.18(금),수능후
계명대,종합,학생부종합(지역전형),,,,11.14(토),
고려대,논술,논술(논술전형),,11.21(토)~11.22(일),,12.18(금),수능후
고려대,교과,학생부교과(학교추천전형),,,,12.18(금),
고려대,종합,학생부종합(계열적합전형),10.30(금),,11.07(토)~11.08(일),12.18(금),수능전
고려대,종합,학생부종합(사이버국방전형),10.23(금),,10.31(토)~11.05(목),12.18(금),수능전
고려대,종합,학생부종합(학업우수전형),,,,12.18(금),
고려대(세종),논술,논술(일반전형),,11.28(토),,12.18(금),수능후
고려대(세종),교과,학생부교과(일반전형),,,,12.18(금),
고려대(세종),종합,학생부종합(크림슨인재전형),,,,12.18(금),
고려대(세종),논술,논술(지역인재전형),,11.28(토),,12.18(금),수능후
고려대(세종),종합,학생부종합(지역인재전형),,,,12.18(금),
고신대,교과,학생부교과(일반고전형),,,,12.16(수),
고신대,종합,학생부종합(고신희망전형),,,,12.16(수),
고신대,종합,학생부종합(자기추천전형),10.16(금),,10.24(토),12.16(수),수능전
고신대,교과,학생부교과(지역의사선발전형-광역권),10.27(화),,11.28(토),12.16(수),수능후
고신대,교과,학생부교과(지역의사선발전형-진료권),10.27(화),,11.28(토),12.16(수),수능후
고신대,교과,학생부교과(지역인재전형),,,,12.16(수),
고신대,종합,학생부종합(지역인재종합전형),10.27(화),,11.21(토),12.16(수),수능후
공주교대,종합,학생부종합(교직적성인재전형),,,,12.18(금),
공주교대,종합,학생부종합(지역인재선발전형),,,,12.18(금),
공주대,교과,학생부교과(일반전형),,,,12.18(금),
공주대,교과,학생부교과(자율전공전형),,,,12.18(금),
공주대,종합,학생부종합(일반전형),,,,12.18(금),
공주대,교과,학생부교과(지역인재전형),,,,12.18(금),
광신대,교과,학생부교과(기독인재양성특별전형),,,10.02(금),10.12(월),수능전
광신대,교과,학생부교과(일반전형),,,10.02(금),10.12(월),수능전
광운대,논술,논술(논술우수자전형),,11.28(토),,12.18(금),수능후
광운대,교과,학생부교과(지역균형전형),,,,11.06(금),
광운대,종합,학생부종합(광운참빛인재전형Ⅰ-면접형),10.28(수),,10.31(토)~11.01(일),11.06(금),수능전
광운대,종합,학생부종합(광운참빛인재전형Ⅱ-서류형),,,,11.06(금),
광운대,종합,학생부종합(소프트웨어우수인재전형),10.28(수),,10.31(토)~11.01(일),11.06(금),수능전
광주교대,종합,학생부종합(교직적성우수자전형),,,,12.18(금),
광주교대,종합,학생부종합(장애인대상자전형),11.13(금),,,11.28(토),
광주교대,종합,학생부종합(전남교육감추천전형),11.13(금),,,11.28(토),
광주교대,교과,학생부교과(지역인재전형),,,,12.18(금),
광주교대,종합,학생부종합(지역인재전형),11.13(금),,,11.28(토),
광주대,교과,학생부교과(나눔인재),,,,10.29(목),
광주대,교과,학생부교과(일반학생),,,,10.29(목),
광주대,교과,학생부교과(지역학생),,,,10.29(목),
광주여대,교과,학생부교과(일반학생전형Ⅰ),,,10.14(수),10.28(수),수능전
광주여대,교과,학생부교과(일반학생전형Ⅱ),,,,10.28(수),
광주여대,교과,학생부교과(지역인재전형),,,,10.28(수),
국민대,논술,논술,,12.05(토)~12.06(일),,12.18(금),수능후
국민대,교과,학생부교과(교과우수자(학교장추천)),,,,12.18(금),
국민대,종합,학생부종합(국민프런티어),11.10(화)~11.17(화),,11.14(토)~11.22(일),12.18(금),수능후
국민대,종합,학생부종합(국제인재),11.10(화)~11.17(화),,11.14(토)~11.22(일),12.18(금),수능후
국민대,종합,학생부종합(알고리즘우수자),11.10(화)~11.17(화),,11.14(토)~11.22(일),12.18(금),수능후
군산대,교과,학생부교과(일반전형),,,,11.24(화),
군산대,종합,학생부종합(일반학생전형),,,,11.24(화),
군산대,교과,학생부교과(지역인재Ⅰ전형),,,,11.24(화),
극동대,교과,학생부교과(교과우수자전형),,,,11.11(수),
극동대,교과,학생부교과(일반학생전형),,,10.15(목)~10.16(금),11.11(수),수능전
극동대,교과,학생부교과(지역인재1전형),,,,11.11(수),
금강대,교과,학생부교과(금강인재추천전형),,,,10.14(수),
금강대,교과,학생부교과(일반전형),,,,10.14(수),
금오공대,교과,학생부교과(학생부교과전형),,,,12.18(금),
금오공대,종합,학생부종합(KIT인재전형),,,,12.11(금),
금오공대,종합,학생부종합(자율인재전형),,,,12.11(금),
금오공대,교과,학생부교과(지역인재전형),,,,12.18(금),
김천대,교과,학생부교과(일반교과전형),,,,11.10(화),
김천대,교과,학생부교과(일반면접전형),,,10.17(토),11.10(화),수능전
김천대,교과,학생부교과(지역인재전형),,,,11.10(화),
나사렛대,교과,학생부교과(일반전형),,,,11.10(화),
나사렛대,종합,학생부종합(계약학과(조기취업형))(정원외),10.20(화),,10.24(토),11.10(화),수능전
나사렛대,종합,학생부종합(창의융합인재-면접형),10.20(화),,10.24(토),11.10(화),수능전
나사렛대,종합,학생부종합(창의융합인재-서류형),,,,11.10(화),
나사렛대,교과,학생부교과(지역인재1전형),,,,11.10(화),
나사렛대,종합,학생부종합(지역인재2-일반),10.20(화),,10.24(토),11.10(화),수능전
남부대,교과,학생부교과(일반학생전형),,,,10.28(수),
남부대,교과,학생부교과(지역인재전형),,,,10.28(수),
남서울대,교과,학생부교과(계약학과 채용조건형)(정원외),,,11.07(토),11.17(화),수능전
남서울대,교과,학생부교과(교과+면접전형),,,09.18(금)~09.19(토),11.17(화),수능전
남서울대,교과,학생부교과(일반전형),,,,11.17(화),
남서울대,종합,학생부종합(면접형),10.22(목),,11.07(토),11.17(화),수능전
남서울대,종합,학생부종합(서류형),,,,11.17(화),
남서울대,교과,학생부교과(지역인재전형),,,,11.17(화),
단국대(죽전),논술,논술(논술우수자),,10.17(토),,12.18(금),수능전
단국대(죽전),교과,학생부교과(지역균형선발),,,,12.18(금),
단국대(죽전),종합,학생부종합(DKU인재(면접형)),11.20(금),,12.05(토),12.18(금),수능후
단국대(죽전),종합,학생부종합(DKU인재(서류형)),,,,12.18(금),
단국대(죽전),종합,학생부종합(SW인재),11.20(금),,12.06(일),12.18(금),수능후
단국대(죽전),종합,학생부종합(창업인재),11.20(금),,12.05(토),12.18(금),수능후
단국대(천안),교과,학생부교과(학생부교과우수자),,,,12.18(금),
단국대(천안),종합,학생부종합(DKU인재(면접형)),11.20(금),,11.28(토),12.18(금),수능후
단국대(천안),종합,학생부종합(DKU인재(서류형)),,,,12.18(금),
단국대(천안),종합,학생부종합(군사학과),,,11.29(일),12.18(금),수능후
단국대(천안),교과,학생부교과(지역메디바이오인재),,,,12.18(금),
단국대(천안),종합,학생부종합(지역의료인재(광역권)),11.20(금),,11.28(토),12.18(금),수능후
단국대(천안),종합,학생부종합(지역의료인재(진료권-공주권)),11.20(금),,11.28(토),12.18(금),수능후
단국대(천안),종합,학생부종합(지역의료인재(진료권-논산권)),11.20(금),,11.28(토),12.18(금),수능후
단국대(천안),종합,학생부종합(지역의료인재(진료권-서산권)),11.20(금),,11.28(토),12.18(금),수능후
단국대(천안),종합,학생부종합(지역의료인재(진료권-천안권)),11.20(금),,11.28(토),12.18(금),수능후
단국대(천안),종합,학생부종합(지역의료인재(진료권-홍성권)),11.20(금),,11.28(토),12.18(금),수능후
대구가톨릭대,교과,학생부교과(교과전형),,,,11.11(수),
대구가톨릭대,종합,학생부종합(종합전형),,,,11.11(수),
대구가톨릭대,교과,학생부교과(지역교과전형),,,,11.11(수),
대구가톨릭대,교과,학생부교과(지역의사선발전형(광역권)),11.18(수)~11.19(목),,11.21(토),12.17(목),수능후
대구가톨릭대,종합,학생부종합(지역의사선발전형(진료권)),11.19(목)~11.20(금),,11.22(일),12.17(목),수능후
대구가톨릭대,종합,학생부종합(지역종합전형),10.21(수)~10.22(목),,10.24(토),11.11(수),수능전
대구교대,종합,학생부종합(참스승전형),11.13(금),,11.28(토),12.18(금),수능후
대구교대,종합,학생부종합(경북지역인재특별전형),11.13(금),,11.28(토),12.18(금),수능후
대구교대,종합,학생부종합(대구지역인재특별전형),11.13(금),,11.28(토),12.18(금),수능후
대구대,교과,학생부교과(면접전형),10.23(금),,10.31(토),11.16(월),수능전
대구대,교과,학생부교과(일반전형),,,,11.16(월),
대구대,종합,학생부종합(서류전형),,,,11.16(월),
대구대,교과,학생부교과(지역인재전형),,,,11.16(월),
대구대,종합,학생부종합(지역인재전형),,,,11.16(월),
대구한의대,교과,학생부교과(면접전형),,,10.17(토),11.06(금),수능전
대구한의대,교과,학생부교과(일반전형),,,,11.06(금),
대구한의대,종합,학생부종합(일반전형),,,,11.06(금),
대구한의대,교과,학생부교과(지역인재전형),,,,11.06(금),
대구한의대,종합,학생부종합(지역인재전형),,,,12.11(금),
대전대,교과,학생부교과(교과면접전형),10.12(월),,10.16(금)~10.17(토),12.15(화),수능전
대전대,교과,학생부교과(교과중점전형),,,,11.16(월),
대전대,교과,학생부교과(군사학과전형),09.28(월),,10.14(수)~10.15(목),12.15(화),수능전
대전대,종합,학생부종합(혜화인재전형),10.26(월),,10.31(토)~11.01(일),11.16(월),수능전
대전대,교과,학생부교과(지역인재Ⅰ전형),,,,11.16(월),
대진대,교과,학생부교과(종단추천자전형),,,11.21(토)~11.22(일),12.11(금),수능후
대진대,교과,학생부교과(학교장추천전형),,,,11.13(금),
대진대,교과,학생부교과(학생부우수자전형),,,11.21(토)~11.22(일),12.11(금),수능후
대진대,종합,학생부종합(윈윈대진전형),11.03(화),,11.07(토)~11.08(일),11.13(금),수능전
덕성여대,논술,논술(논술전형),,11.29(일),,12.18(금),수능후
덕성여대,교과,학생부교과(고교추천전형),,,,12.18(금),
덕성여대,종합,학생부종합(덕성인재전형Ⅰ),,,,12.18(금),
덕성여대,종합,학생부종합(덕성인재전형Ⅱ),11.12(목),,11.21(토)~11.22(일),12.18(금),수능후
동국대,논술,논술(논술),,11.22(일),,12.18(금),수능후
동국대,교과,학생부교과(학교장추천인재),,,,12.01(화),
동국대,종합,학생부종합(Do Dream),11.13(금),,12.11(금)~12.13(일),12.18(금),수능후
동국대,종합,학생부종합(불교추천인재-승려),11.13(금),,12.13(일),12.18(금),수능후
동국대,종합,학생부종합(불교추천인재-일반),11.13(금),,12.13(일),12.18(금),수능후
동국대(WISE),교과,학생부교과(면접전형),,,10.24(토),11.06(금),수능전
동국대(WISE),교과,학생부교과(불교추천인재전형),,,,11.06(금),
동국대(WISE),교과,학생부교과(학교생활우수자전형),,,,11.06(금),
동국대(WISE),교과,학생부교과(학업성적우수자전형),,,,11.06(금),
동국대(WISE),종합,학생부종합(참사람전형),11.27(금),,12.05(토),12.18(금),수능후
동국대(WISE),교과,학생부교과(지역인재(경북-교과)전형),,,,12.18(금),
동국대(WISE),교과,학생부교과(지역인재(교과)전형),,,,12.18(금),
동국대(WISE),종합,학생부종합(지역의사제전형),11.27(금),,12.05(토),12.18(금),수능후
동국대(WISE),종합,학생부종합(지역인재(경북-종합)전형),11.27(금),,12.05(토),12.18(금),수능후
동국대(WISE),종합,학생부종합(지역인재(종합)전형),11.27(금),,12.05(토),12.18(금),수능후
동덕여대,논술,논술(논술우수자전형),,11.28(토),,12.18(금),수능후
동덕여대,교과,학생부교과(학생부교과우수자 특별전형),,,,12.18(금),
동덕여대,종합,학생부종합(동덕창의리더전형),10.27(화),,10.31(토)~11.01(일),11.17(화),수능전
동명대,교과,학생부교과(면접전형),,,10.17(토),10.30(금),수능전
동명대,교과,학생부교과(일반고교과전형),,,,10.30(금),
동명대,종합,학생부종합(창의인재전형),,,,10.30(금),
동명대,교과,학생부교과(지역인재전형),,,,10.30(금),
동서대,교과,학생부교과(고교생활우수자전형),,,,11.13(금),
동서대,교과,학생부교과(일반계교과전형),,,,11.13(금),
동서대,교과,학생부교과(학생부면접전형),,,10.20(화)~10.27(화),12.18(금),수능전
동서대,종합,학생부종합(학생부종합전형),,,,12.18(금),
동신대,교과,학생부교과(면접전형),,,,10.28(수),
동신대,교과,학생부교과(일반전형),,,,10.28(수),
동신대,교과,학생부교과(자율인재전형),,,,10.28(수),
동신대,교과,학생부교과(지역학생1전형),,,,10.28(수),
동신대,교과,학생부교과(지역학생2전형),,,,10.28(수),
동아대,교과,학생부교과(교과성적우수자전형),,,,12.18(금),
동아대,교과,학생부교과(교과진로우수자전형),,,,12.18(금),
동아대,종합,학생부종합(잠재능력우수자전형),11.20(금),,11.27(금)~11.28(토),12.18(금),수능후
동아대,종합,학생부종합(학교생활우수자전형),,,,11.13(금),
동아대,교과,학생부교과(지역인재교과전형),,,,12.18(금),
